,name,fold,Direction,tstat,pvalue,FDR,mzmed,mzmin,mzmax,rtmed,rtmin,rtmax,npeaks,LCC1,LCC9,20130426_AYESHA_CELL_NEG_1701,20130426_AYESHA_CELL_NEG_1801,20130426_AYESHA_CELL_NEG_1901,20130426_AYESHA_CELL_NEG_2001,20130426_AYESHA_CELL_NEG_2101,20130426_AYESHA_CELL_NEG_501,20130426_AYESHA_CELL_NEG_601,20130426_AYESHA_CELL_NEG_701,20130426_AYESHA_CELL_NEG_801,20130426_AYESHA_CELL_NEG_901,20130426_AYESHA_CELL_NEG_1101,20130426_AYESHA_CELL_NEG_1201,20130426_AYESHA_CELL_NEG_1301,20130426_AYESHA_CELL_NEG_1401,20130426_AYESHA_CELL_NEG_1501,20130426_AYESHA_CELL_NEG_2301,20130426_AYESHA_CELL_NEG_2401,20130426_AYESHA_CELL_NEG_2501,20130426_AYESHA_CELL_NEG_2601,20130426_AYESHA_CELL_NEG_2701,isotopes,adduct,pcgroup
318,M307T528,1.54681788,UP,1.261060313,0.223541713,0.435614199,307.2620297,307.2613009,307.2627761,528.1925011,527.2029793,528.9710106,16,7,9,15015.5957,27542.09481,77652.53026,8291.652426,17537.08041,13526.07929,24570.36293,76058.76164,8216.741836,16403.59282,16749.56346,67991.63021,71139.20792,6488.107638,55327.10747,18321.47466,73271.17241,76705.46278,7210.89011,47351.53217,[29][M]-,[M+Cl]- 272.293 [M-H]- 308.269,34
811,M504T411,1.592058415,UP,1.277856385,0.225216173,0.438305177,504.3437333,504.3425933,504.3473615,411.4260006,411.0700088,412.0669992,9,5,4,2091.63473,5021.278056,2576.197531,1228.040886,4646.531779,670.6810344,3592.683745,4455.003429,952.5026083,4925.98568,1810.69548,5490.464006,3266.259552,893.9831608,11915.05964,2021.705359,7170.187612,3347.322311,913.2452577,11188.4183,,,131
1873,M926T334,2.07696605,UP,1.299763871,0.225419073,0.438305177,926.3216261,926.3156124,926.3329716,334.0039975,333.0560017,335.2479935,8,2,6,611.1290016,1181.4762,842.9333566,1131.491541,1285.062672,693.0769378,1365.082459,1066.31856,1253.006617,1320.691392,1146.012622,856.4857624,1128.600349,936.5553095,9566.617601,935.0892406,925.9194471,1182.7428,1121.424648,4528.495416,,,14
325,M310T547,1.587787746,UP,1.255031771,0.225575839,0.438305177,310.2815073,310.2804992,310.2828865,547.380995,543.2069896,547.8899991,19,10,9,4321.823287,7153.795176,25900.41965,2558.484159,5569.950457,3418.252153,6549.620962,24541.02405,2246.118486,4904.822533,6540.559253,12525.5248,28225.12463,3106.281028,17799.64989,6430.955245,14021.27841,28343.83674,3034.04005,18371.17472,[31][M+1]-,,37
960,M568T409,1.455260439,UP,1.254375361,0.226143064,0.438898608,568.3520917,568.3506985,568.3543683,408.6109979,400.8819866,409.2269897,21,10,10,7506.951192,16779.64994,39158.71858,7498.080593,11367.97229,11390.92714,8108.879179,38030.79032,6890.707639,18107.27782,10906.92004,16109.86478,43576.18231,8812.408183,34502.8951,16153.17036,22616.24024,46079.98928,7678.717426,33448.67712,[155][M+2]-,,27
183,M235T401,1.098336699,UP,1.254866687,0.226317315,0.438898608,235.1680843,235.1651588,235.1696707,401.1980009,401.0149907,401.8290138,16,7,9,3305.147319,3464.126739,3951.118475,2668.350098,3362.49919,2541.598352,2606.13183,2593.991837,2868.9618,3256.901118,2653.950796,3370.437388,2376.380634,3107.111126,3811.922645,3386.520977,4072.474301,4260.720615,3083.33859,3506.924044,,,129
1727,M861T524,1.463417243,UP,1.266862168,0.226986142,0.439527629,860.5434563,860.5379155,860.5495479,524.176004,522.9680115,524.3950101,10,5,5,2293.984562,2171.402615,6229.887255,4277.994798,2236.640239,3449.950271,3655.078746,7925.221782,1659.538081,4381.346179,4039.864761,2419.822496,12654.88345,2476.231276,5087.987547,2966.288943,5282.206456,12822.60531,2542.0597,5729.190714,[354][M+1]-,,460
558,M402T463,1.218490161,DOWN,-1.255860426,0.227078358,0.439527629,402.146383,402.1440924,402.1603322,463.1970119,457.0529938,463.5100079,9,3,6,2009.237301,2224.967999,2818.510587,2777.042709,1883.210517,1487.93623,1895.525123,3025.626473,3444.965137,2150.639917,2538.998167,2484.390913,1928.120256,2555.057071,328.5449014,2384.97593,364.6642111,1911.085797,2598.479724,2370.47869,,,322
171,M224T203,1.154382785,UP,1.251756394,0.227421684,0.439769309,223.9700735,223.9682668,223.9725582,202.925005,201.9769961,205.1250029,11,6,5,3527.732815,2035.722006,2504.756417,2682.922866,2793.219952,1142.282751,2997.800888,3040.351923,1440.358331,3182.17294,2045.906852,3335.947584,2805.034133,3553.629359,1957.470225,3495.903092,2395.418835,2892.566195,3145.34595,3633.288656,,,318
1001,M587T24,1.245423434,DOWN,-1.25002365,0.227933802,0.440311798,586.61483,586.6114988,586.6155691,24.11899992,23.2159996,25.12799939,7,5,2,4918.379504,3232.728231,4541.185807,1858.422935,3861.556742,2758.791802,1148.672211,5198.171188,2838.706151,3341.013021,3277.629043,1703.053242,4578.851659,2407.074121,1312.150718,3134.747782,1796.896576,4127.884445,2305.434913,2413.4427,,[M+Cl]- 551.645 [M-H]- 587.629,43
1598,M803T580,1.255425097,DOWN,-1.263926675,0.228139695,0.440311798,802.5312098,802.5255073,802.5411228,579.964507,578.7089743,580.0030206,6,5,1,2562.254878,2815.857979,1211.361514,1009.391969,2611.634043,1355.514428,1275.831738,1863.214062,813.7446672,3175.63656,1443.809358,1887.936045,1586.028822,919.0745071,2068.614337,1749.086406,936.9572996,1784.169942,929.157336,1586.09165,,,444
705,M458T71,1.410583634,UP,1.273884547,0.229656283,0.442814271,458.2248416,458.2214924,458.2269804,70.96149867,69.12800131,73.09199738,12,5,7,3954.250004,3980.291451,2493.481908,2591.255794,5194.303815,3111.681431,4040.413523,2192.128241,2087.413497,3804.875191,3580.625954,7392.895369,1524.411586,1976.904043,9205.755305,2785.035862,6307.192415,1870.171323,2399.577014,10141.58749,,,504
409,M345T532,1.703891558,UP,1.276455071,0.230950093,0.444882811,345.2782368,345.2769664,345.2821335,532.2790146,531.4589969,533.1420078,9,4,5,1168.944657,3077.502076,2473.279523,1287.030297,2857.641201,1333.652453,1435.590928,2148.472796,1232.096503,2510.731049,1167.070031,4262.902003,1113.901238,1221.318444,9593.847207,836.0161491,4076.470553,1167.840498,1120.714456,8708.302377,,,391
880,M534T510,1.295242494,UP,1.239276371,0.231178215,0.444896508,534.4576176,534.4559379,534.4599074,510.2515125,509.9370003,510.8549744,20,10,10,4268.619703,3966.326034,11761.92263,4288.038247,5826.201917,3582.642902,5259.934744,11263.63221,3202.688793,5437.762132,4494.511568,5575.9007,12340.9285,4082.063704,10537.9669,5366.67672,8542.323999,11880.98181,4640.565118,8773.164898,[136][M+1]-,,18
609,M419T398,1.770280539,UP,1.259411556,0.232243442,0.446519627,419.3107371,419.3100083,419.3115851,398.3685064,397.5220119,398.9500057,14,7,7,4831.76645,20622.67598,12546.55971,1304.932367,13678.71501,2836.558631,19425.09933,11410.22567,1114.645384,12135.31627,5110.600503,27688.10442,7679.408947,879.7379127,46615.35051,6309.467357,29945.98414,6808.659772,898.5562514,44926.6536,[83][M+1]-,,11
541,M398T437,1.086067793,UP,1.239796191,0.233006561,0.447559358,398.1924608,398.191762,398.1940254,437.2269917,436.957993,438.1449882,20,10,10,7282.440486,7170.519926,8911.714555,10127.53013,8416.87913,5701.716388,6735.433655,9795.6922,8897.408862,6899.356376,8807.507088,9502.450143,6562.943519,8584.169029,8659.970026,9121.989937,10112.41831,7551.28228,8955.970441,8960.137693,[72][M]-,[M-H-CH3]- 414.222,21
476,M375T528,1.613910834,UP,1.234913724,0.234210842,0.449215923,375.2497008,375.249092,375.2506624,527.8515195,527.5159943,528.2240256,10,4,6,4235.048852,6881.368629,21380.81759,2455.340141,3938.112972,3858.141942,6045.198868,19697.60364,2420.163443,4639.033946,3961.843761,10608.18081,19182.46996,2243.942453,11346.10031,5444.012877,17009.1436,33018.04864,2686.069443,16432.49127,,[M+Cl+NaCOOH]- 272.293 [M-H+NaCOOH]- 308.269,34
1469,M751T589,1.185616089,UP,1.23409079,0.23431531,0.449215923,750.5306092,750.5292904,750.5318151,589.4270155,589.0840182,592.3260074,20,10,10,496220.229,716199.016,374994.5403,374434.5303,682810.3885,381450.2088,717515.579,485403.9215,376061.365,625106.0641,538843.5036,805127.6289,457898.7774,416307.07,868018.6378,537273.957,850795.1711,464716.4936,403545.3783,858477.7241,[274][M]-,[M-2H+Na]- 729.557 [M-H-CH2]- 765.539,2
794,M495T398,1.628836452,UP,1.247389605,0.23492195,0.449950414,495.3206738,495.3178407,495.3229004,397.5820119,397.5300092,398.682003,9,5,4,951.4382981,4631.103159,2918.87996,330.9595205,2890.361035,1130.196131,4216.719754,2710.9336,372.0406212,3408.832625,1490.912143,6198.801472,2053.923782,247.0828106,8309.805032,1626.866443,6625.219577,2252.057477,266.6914889,9306.412353,,[M-H]- 496.329,11
889,M537T502,1.446390972,UP,1.229098319,0.235704726,0.451020545,537.3208965,537.3195281,537.3237264,501.9090271,496.7090034,506.0059984,9,3,6,1806.206485,3068.420252,5505.252723,1193.441377,3167.289843,1376.797959,920.3321818,6916.861192,1073.922195,3483.152197,1778.737113,3602.239853,9053.713534,1232.56296,5331.673031,2665.684693,4467.700375,7410.569819,1566.040929,4130.109044,,,172
1334,M715T591,1.095648141,DOWN,-1.221442189,0.237682709,0.454373498,714.5089046,714.5079074,714.5100015,590.7564883,590.3970114,593.7030264,20,10,10,646750.7192,697115.0639,705447.2615,441892.5238,644333.1388,614500.3275,664039.728,691079.0794,430484.1833,637882.5289,598590.9625,585947.7648,675781.0418,407355.3806,554419.6877,590350.5208,605813.1497,677934.3381,386881.6833,551512.2739,[234][M]-,[M+Cl]- 679.54 [M-H]- 715.516,8
68,M159T565,1.100286742,UP,1.221461369,0.238005751,0.454435446,158.9726559,158.9721156,158.9734685,565.1150061,560.8989775,566.1130006,9,5,4,19193.37727,9581.236812,16376.40627,17818.19821,20016.69062,18757.21298,17674.20254,16280.35078,17997.02293,16729.91096,16833.20565,18718.98212,16126.03539,18224.65024,18791.53272,17873.17648,27397.17054,15298.68255,18003.81393,20248.68856,,,78
298,M301T426,1.103337526,UP,1.232657983,0.238166615,0.454435446,301.2065397,301.2045942,301.2078031,426.369009,426.053009,426.6800022,17,9,8,3905.073402,4450.752182,5298.626667,5546.388485,3515.595567,3671.175663,3088.935344,5280.102252,5242.699862,2908.337897,4122.170888,4758.900444,3927.634957,4805.423877,5169.56929,4657.377392,4900.788628,4146.334348,5643.920511,5209.541257,[22][M+2]-,,31
987,M582T598,2.362703304,DOWN,-1.224604443,0.239026865,0.455421798,581.5261592,581.5251286,581.5313534,598.409016,597.589016,599.1790132,15,9,6,207647.9475,231389.2829,3856.315165,4009.968077,5425.129717,203149.6702,251734.5842,2414.5614,2768.849361,3567.616591,2792.355038,2728.069352,179327.5848,4883.44388,2381.504425,2530.817625,2854.608991,181023.6601,6139.994149,3014.198299,,,6
310,M305T501,1.750064607,DOWN,-1.235814004,0.239245896,0.455421798,305.2466015,305.2451446,305.249301,500.6504917,500.3370094,500.8629808,20,10,10,12176.18128,18711.65252,81300.71503,12181.28347,17494.47364,11310.67052,16648.13067,78522.51708,11297.33221,17108.57259,6787.794573,14058.72463,35706.86816,4950.537208,18320.40319,5297.904184,14473.13864,38864.73988,3651.436577,16026.34568,[27][M]-,[M+Cl]- 270.277 [M-H]- 306.254,56
740,M472T548,1.53620813,UP,1.216897852,0.239362277,0.455421798,472.1176289,472.1148669,472.1236382,548.1609923,547.6939909,548.6480141,9,2,7,1075.082637,1269.727164,3625.479254,600.5213984,89.70044484,536.8277343,874.8729896,3614.87507,321.4233111,856.8912217,181.4145576,2208.633671,3091.96911,582.0644775,2010.787967,1209.304818,2514.220104,3830.681946,756.4161174,3378.441192,,,340
1905,M952T556,1.164744281,DOWN,-1.216603988,0.2396951,0.455562059,951.5791324,951.5709829,951.5830494,556.1589839,552.1469804,557.0020158,15,8,7,2823.618767,2140.95545,3680.233857,2229.780132,2787.114067,2546.138003,2277.730947,4213.50245,2287.572812,3078.087923,739.3467825,2159.674602,2127.952919,2640.800701,3110.049622,2450.788892,2713.006465,2000.122537,2466.620344,3686.826836,[410][M]-,[M+Cl]- 916.609,38
1215,M672T353,1.131335732,DOWN,-1.217686131,0.239977788,0.455562059,672.1381192,672.1326994,672.1456288,352.8880119,352.2570133,353.8310051,14,6,8,1425.428419,1813.073335,1711.636019,1739.474754,2345.991055,1726.695703,1395.335643,1654.602033,2156.653655,2327.201386,1134.934038,958.1140536,1750.029239,1905.812973,2067.96108,1475.959613,1892.290693,2112.10745,1840.731005,1034.175243,,,361
1652,M827T604,1.202049312,UP,1.21551513,0.240114925,0.455562059,826.6373549,826.6358302,826.6409176,604.2890267,603.7269954,606.4290186,20,10,10,52812.281,98327.9264,100307.6051,42522.98106,104273.5886,49056.76944,88051.50304,90942.01135,40695.09896,97821.28822,67861.86934,101588.4484,95241.63586,52418.0756,137821.648,69598.9614,110902.1828,96549.61084,55290.95013,132067.2177,[327][M]-,[M-H-CO2]- 871.638,9
1054,M610T510,1.475183036,UP,1.214500018,0.240343901,0.455567111,610.3908375,610.3866666,610.3945139,510.2519989,509.9419989,510.8549744,19,9,10,2361.485567,3671.442603,10015.51605,2464.102371,2798.887337,1720.072417,2307.993771,12373.46557,2271.650121,3917.544827,3252.518293,5601.864467,12782.80215,1931.946519,9269.628591,2824.636979,6591.48365,11874.39677,2270.800309,8363.644875,,,18
1869,M922T203,1.172846283,UP,1.220982193,0.24235513,0.458279586,922.0324058,922.0290124,922.0370623,202.6075029,202.2920036,202.925005,14,5,9,1924.090282,1516.802353,1650.627524,2541.189664,1756.778852,1533.715215,1354.323685,1431.42111,2217.536454,1585.630994,2327.964157,1198.05623,978.0959724,2792.183063,2529.746826,2471.345144,2341.965168,1056.151941,2407.552861,2435.958958,,,28
46,M137T556,1.131470709,DOWN,-1.208773708,0.242389584,0.458279586,136.8890485,136.8886417,136.8900672,555.660005,555.3409894,556.0300139,8,5,3,15318.42628,14255.23348,14972.10234,17420.12421,6190.423004,15210.24707,13336.35453,15241.16944,16543.22905,14254.54258,6127.30094,12057.73195,11789.24374,16415.3926,12762.46726,13428.42585,14034.60777,9799.499865,16667.17639,13074.183,,,344
1307,M702T409,1.270545277,UP,1.208426648,0.242616248,0.458279586,702.3231119,702.3183473,702.3252563,408.9129925,408.5959911,409.2679911,9,4,5,1759.593971,1405.620203,4382.834524,1183.958235,1635.50382,2146.191841,2175.961404,3894.460136,890.0066083,2294.835053,2354.874512,1712.794,3309.065438,1746.522065,3908.017425,2361.039385,3220.268849,4759.893997,1509.198691,2776.782325,,[M+Cl+NaCOOH]- 599.366,27
1030,M599T424,1.175955437,UP,1.208188091,0.242685563,0.458279586,599.3625467,599.3601201,599.3669275,424.4824934,424.1640036,424.4880009,8,5,3,849.7789579,1811.552288,1449.197068,2205.73489,1760.571442,1358.179377,1397.547077,972.1964972,1286.141015,696.3635075,1240.995553,1765.733381,1323.419461,2089.711903,1983.70422,966.5089711,1984.593472,1467.963104,1202.172232,2188.403549,,,463
1953,M1026T590,1.100973811,DOWN,-1.206279602,0.244423483,0.461128839,1026.257371,1026.251504,1026.265715,589.6089828,589.4189828,592.4289828,15,7,8,3476.007021,2343.026094,3221.157347,3421.193676,3518.41828,3823.180557,2721.705419,3633.70051,3871.725816,3699.870282,3352.178187,3121.639073,1788.408675,3974.995036,2507.775191,2956.17005,3382.357889,3010.743203,3861.093,2681.140454,[425][M]-,,2
741,M473T521,1.117726735,DOWN,-1.202367866,0.24539928,0.461917895,473.2819055,473.2780061,473.2841339,521.4119761,520.7239734,521.7350006,18,9,9,3287.576748,3795.700792,4315.552993,4842.111722,5410.970581,2772.708481,3223.428193,4593.908188,3864.077994,5176.169673,3315.85752,2497.888934,3724.539371,3202.020139,5273.736013,3972.720024,3302.131271,3691.889716,4072.359332,3880.934742,,,41
574,M408T27,1.155143027,UP,1.209580772,0.245465506,0.461917895,407.9978257,407.9952642,407.9997955,27.01300087,25.69000014,28.2489993,20,10,10,12699.67118,7389.777353,9205.333897,12039.48398,10006.02043,10894.20055,6352.651963,7842.055384,10463.21802,10007.15803,13598.21807,11202.29663,5630.606659,11140.12138,10487.83399,16505.58266,10790.05187,5949.426299,13246.9595,13381.76641,,,19
1043,M606T165,1.518998144,UP,1.21704465,0.245530128,0.461917895,605.7567392,605.7529781,605.7632235,164.5999946,164.2549953,165.4670048,6,1,5,679.6700437,931.1417581,220.6701786,179.4161306,793.3119424,599.1883546,1044.164722,183.7339445,322.6742249,933.6736225,297.0656661,1777.961755,278.9285863,264.9600079,1694.33361,564.3217699,1442.159996,369.1638984,322.2101505,1932.216268,,,479
881,M534T590,1.202176661,UP,1.209261352,0.246505865,0.463320548,534.4889717,534.4816904,534.489342,589.5609856,589.4189828,590.1880074,7,2,5,1387.646662,1397.024123,1342.506706,1007.470211,1850.147132,942.6504994,1260.673974,2060.516823,1081.819005,1447.235285,1465.786297,2256.503703,1395.821793,805.4276715,1530.849819,1548.296939,2693.625502,1334.918396,980.9017074,2551.086038,,[M+Cl]- 499.52 [M-H]- 535.496,2
1777,M882T591,1.184502285,UP,1.196470732,0.247133662,0.464067222,881.6126749,881.605387,881.6215798,591.4234998,590.7660019,594.4950264,16,9,7,3462.281385,1284.88876,3651.702807,3515.833071,2185.867382,2735.261453,1448.156289,1649.394214,3597.820172,2513.93253,2754.119045,2175.97053,2542.537225,3626.284899,3015.804248,2705.980419,2783.387498,2595.226431,5218.947292,3432.267959,[366][M+1]-,,8
1798,M889T610,1.269643446,DOWN,-1.191712985,0.248894505,0.466938154,888.7219187,888.7122999,888.7249723,610.3159863,607.7090068,612.2250108,15,9,6,8772.580802,16022.1021,15052.68617,10448.1816,25060.78534,10356.54406,12967.01903,18921.39628,6594.351384,14924.54201,6681.978275,18212.7039,13576.5153,3195.589299,12609.4062,7745.930605,9885.532226,13807.78442,3888.090463,19970.68812,,,110
1090,M627T306,1.26103943,DOWN,-1.193103576,0.250532844,0.46918315,627.1521235,627.1458883,627.1572203,306.291493,305.5189991,307.0499868,12,5,7,815.2071166,1194.350602,1689.00176,1534.485595,3037.809485,924.2245473,1143.174706,1319.451208,2150.176331,2705.785453,1344.780029,672.1537161,1539.487283,2167.718727,1161.211311,566.282153,1198.828259,1950.256421,1451.1336,1043.430389,,,185
1149,M653T477,1.117290307,UP,1.188655205,0.250557321,0.46918315,653.4051824,653.4023601,653.4079351,476.8830013,476.4080027,477.8119992,14,7,7,2450.379414,2064.686372,2767.217344,3345.740213,2375.781912,1812.950471,1903.016138,2935.25162,2826.519655,2949.027476,1896.782521,3297.123312,2822.111327,3637.255505,2924.445321,1953.945569,3075.906219,2352.794307,2875.046269,3577.919692,,,167
910,M544T371,1.368827622,DOWN,-1.190518042,0.25080395,0.469208505,544.2654043,544.2625077,544.2708282,371.4779964,371.1789977,372.0869923,13,8,5,2499.183751,1862.038821,6467.741551,2105.98498,3388.54404,2931.821975,2033.356434,7372.932466,1642.401088,3936.981603,2816.042187,1661.172378,3609.1831,2170.804676,2327.541267,2026.733174,1500.475397,6048.767285,1784.653112,1069.454827,,[M+Cl+NaCOOH]- 441.308 [M-H+NaCOOH]- 477.285,58
52,M147T752,1.059335474,UP,1.189641248,0.251638392,0.470173379,146.9585851,146.9582881,146.9594597,752.4354826,751.3370229,753.2250119,20,10,10,90387.06144,95324.69434,88725.8962,77585.5279,100903.3154,91151.49203,74758.33396,83506.26132,91792.20269,87460.246,86123.01279,92311.00692,80898.11571,108994.1507,93791.0555,94552.52218,72977.72354,110333.3048,97709.75186,96214.24602,,[M-H-CO]- 175.961,84
1410,M733T592,1.192711414,UP,1.184462472,0.251786837,0.470173379,733.4875423,733.4844246,733.4931623,592.3885243,591.4459991,595.8319882,20,10,10,10530.0239,14385.4045,13242.15911,5099.191584,13648.59937,9715.514674,12215.74519,15197.95642,3988.342751,12821.67121,15379.82439,14259.49871,17539.52987,7517.795184,12652.6821,15039.18171,17037.27513,16116.97782,4477.934861,12184.93019,[254][M+1]-,,45
1565,M791T599,1.113654579,UP,1.213568308,0.252098724,0.470319491,790.5546749,790.5531157,790.5572047,599.4245071,598.9909792,602.0950255,20,10,10,107103.6933,103516.805,85355.51456,95190.57364,100817.2665,104610.3505,95274.17727,86725.54766,92259.97881,96154.15184,100983.6053,129058.8585,100016.3567,77704.07556,139818.9322,79713.19068,136411.7035,78736.98319,87445.4431,147023.8046,[300][M+2]-,,10
1803,M891T598,1.187816593,UP,1.192633555,0.252576669,0.470774846,890.5868143,890.5859596,890.5881033,597.6715064,597.3300255,600.6039806,20,10,10,122966.587,183674.7739,130539.0346,92042.23227,156308.7742,107729.232,168140.8217,118847.3458,86569.38479,146063.2626,136184.3089,204960.5912,110895.6868,85826.74271,224115.901,143176.5855,220468.7493,119304.5427,89636.39548,224892.8662,[375][M+1]-,,6
1457,M748T570,1.409278744,DOWN,-1.189228759,0.253711956,0.472453438,747.5019544,747.4959318,747.5123518,569.752493,566.6029726,571.8560175,18,9,9,11106.41798,45045.7718,49887.27181,1753.21067,40367.33315,12189.27623,41733.09022,47655.78517,3429.124101,35700.8004,16368.66392,24362.01749,33977.21412,4567.155414,26130.13794,16370.34402,23281.88207,35335.60476,1732.731992,22850.07919,[270][M+1]-,,67
361,M324T510,1.197284544,UP,1.177903724,0.254190349,0.472666637,324.2218673,324.2203287,324.2230397,510.2524853,509.9370003,510.8549744,20,10,10,6396.93697,7102.792467,13849.55316,7030.338772,8025.158638,6310.418678,7011.264761,13761.46541,5335.189424,7392.797271,5691.722337,9265.350788,14565.27735,6928.464133,12740.66575,7523.870047,9622.022575,13887.09004,7045.309051,11166.07286,[38][M+1]-,,18
1949,M1019T604,1.210578604,UP,1.18439308,0.254296059,0.472666637,1018.744322,1018.735854,1018.748886,603.5074927,601.9930118,606.0839995,18,8,10,3989.518108,7013.328327,5022.725696,2319.489212,5018.573567,3803.755724,6383.206673,5415.018114,3223.647462,4516.733214,4323.44712,6382.600843,5696.763942,2875.687962,8773.891837,3248.27739,7938.690456,5812.292167,3178.087621,8311.540231,[424][M]-,[M-H-COCH2]- 1061.76,9
1095,M629T544,1.252140776,UP,1.204886673,0.254791475,0.473058861,629.3679172,629.3651216,629.3703426,544.3909836,540.861004,544.584989,13,6,7,2327.633914,1588.25893,2759.556559,1849.120504,2443.696399,2076.131309,2364.80982,2370.107632,1661.85718,2658.232716,623.1766367,3348.778883,2543.845467,956.2117599,5248.91718,2637.176558,3367.97378,3000.437352,1778.316805,4166.73166,,[M+Cl+NaCOOH]- 526.41 [M-H+NaCOOH]- 562.387,88
1458,M748T595,1.102816401,UP,1.191498952,0.254977081,0.473058861,747.5325509,747.529115,747.5371068,594.8090045,594.2429759,597.957995,18,8,10,178629.3602,107943.9907,191354.1562,143976.9043,159122.2601,106014.9432,114040.5895,160534.4729,107659.021,198296.4567,158598.7381,161530.5611,192987.7628,173192.1092,162838.1497,172268.4039,133864.5711,153211.6804,170580.1338,139390.531,[271][M]-,,1
579,M410T27,1.149467656,UP,1.168375197,0.258039901,0.47830048,409.9934082,409.9880501,409.9966748,26.61600003,24.42400033,27.93500024,10,5,5,5225.733981,2339.4394,2757.458857,2829.458808,5089.770417,4466.964713,3164.783622,3741.646791,2410.681059,4366.404446,4329.135415,3155.825149,3527.127489,4466.483277,6209.692504,2762.582279,4724.482081,3621.286029,4878.004213,4157.201712,,[M-H]- 411.001,19
276,M294T439,1.168185227,DOWN,-1.172359153,0.258572202,0.478846221,294.1808066,294.1799259,294.1833578,438.5555004,435.3410053,440.9860017,8,2,6,3330.473703,3317.329054,2601.127511,2854.37007,3904.183735,2744.722719,2652.907083,1588.849684,2526.302537,2943.080834,2751.31794,2705.162007,1426.47051,3015.304651,4346.280024,2008.137395,1843.753365,1270.139488,1978.316839,3020.557677,[20][M+1]-,,291
1034,M601T578,1.164500742,UP,1.164850215,0.25948345,0.479698499,601.2791666,601.2768984,601.2814638,577.7619757,577.1270139,578.0889771,19,9,10,1791.364816,4558.523038,3185.931754,2130.559265,3881.38522,2856.890424,3368.198475,3008.645421,1818.160926,3125.148279,3970.542851,4673.988446,2927.164812,2333.166044,4342.93864,2821.555985,4570.490327,1955.436593,2852.43338,4166.843454,,,7
1173,M660T584,1.260078244,UP,1.165492568,0.259557615,0.479698499,660.4612346,660.4598123,660.4628028,583.8159919,583.1500259,585.8749905,20,10,10,29200.2638,60766.31155,42824.08778,12734.04539,43062.76575,25928.84142,54987.92307,39609.22122,11703.32818,43480.86262,35374.19211,61074.21097,50207.9575,14253.77981,63660.73468,36192.01352,68605.57984,52237.62219,15253.83505,62183.61836,[204][M]-,,233
653,M441T543,1.339319122,DOWN,-1.164597054,0.259747325,0.479698499,441.3360763,441.3324541,441.3385097,543.4479904,539.775015,544.0779877,18,8,10,7816.697182,2033.277645,10382.99128,6516.836515,13311.08902,5842.754476,2005.949804,9075.710357,6319.704152,13454.92953,8200.142119,1747.510334,9396.353668,7116.883731,3161.933703,6766.096152,1025.23417,10759.35322,6899.113046,2240.03874,,,443
1514,M769T478,1.349864098,UP,1.170145327,0.261328864,0.481983461,769.4158194,769.4133454,769.4282929,477.9869978,477.5630006,479.2490101,11,7,4,557.3269125,1631.449134,3820.905051,770.1986958,380.0731479,865.2814301,1358.679878,3229.470171,606.5405322,1029.137617,1222.641291,2055.271063,2864.99268,1136.25684,2753.18282,1448.940361,1909.518771,2696.526483,1341.515395,1805.452289,,[M+Cl]- 734.447,49
346,M315T534,1.155004369,UP,1.160629512,0.261463457,0.481983461,315.0748657,315.0729458,315.0763032,534.3170036,532.1170268,534.5090063,9,2,7,1892.235718,1994.655447,2575.806213,1431.582412,936.8064631,1499.981492,2160.848766,2098.621805,1338.85421,1742.131254,2211.279791,2418.786278,2125.723439,818.3346691,2832.420719,2211.895794,2268.403108,2096.665374,1283.101515,2144.076484,,,92
1572,M793T544,1.716618889,UP,1.173268218,0.264293836,0.486755253,792.5404421,792.537607,792.5424205,544.3104972,540.5869781,544.8990149,20,10,10,9079.792873,20484.07442,38434.71097,2826.235479,22399.25347,8148.033145,24325.83768,32989.40379,2573.340693,16988.45285,12657.52847,23992.70124,64189.4592,2913.776138,26426.91832,11875.99535,25417.6659,107926.2488,5013.255558,25572.28375,[305][M]-,,88
2000,M1176T581,1.152036063,UP,1.158738292,0.265419632,0.488381828,1175.780492,1175.777493,1175.782609,580.9379852,580.1820192,582.1769838,20,10,10,28618.06856,22733.23539,41781.00047,30588.55415,33102.69071,26150.39277,21099.06818,36448.37621,27813.67218,29539.84133,28727.05985,27190.22462,29865.62509,28460.15859,56715.28989,26998.15052,30569.67399,36449.085,27356.89586,50830.46367,[437][M]-,,36
1264,M690T179,1.373393211,UP,1.161855936,0.266339168,0.489626251,689.8088366,689.8060837,689.8130476,178.5219955,178.2079983,178.896001,13,7,6,1617.67834,3464.285221,1190.407428,1029.966506,3227.702747,1753.742553,2837.262003,1167.961038,1698.592008,2707.179227,1859.395346,4328.11893,1243.934954,823.2822235,5814.393609,2300.534147,5002.347046,1527.850716,879.5024785,4642.706881,[221][M]2-,,82
1189,M666T602,1.378982191,DOWN,-1.14665413,0.267139836,0.490650083,665.5934472,665.5897195,665.6018946,602.2039873,601.0309914,604.3480132,17,10,7,6479.143278,10851.13629,20313.17791,3330.727869,8959.731599,6352.853039,14463.9013,16464.35918,2830.52021,7648.142547,4840.35797,8305.661963,4064.818988,3411.769022,10351.8599,3680.455462,9073.344486,4646.085361,4121.169434,18349.25982,[206][M+1]-,,9
