probeset_id,gene_symbol,pvalue,FDR,logFC,LCC1-P18.CEL,LCC1-P19.CEL,LCC1-P20.CEL,LCC9 -P12.CEL,LCC9 -P13.CEL,LCC9 -P14.CEL
200834_s_at,RPS21,0.105508985,0.184326335,0.11274864,14.14846337,14.20535701,14.19244028,14.27420785,14.29682385,14.31347488
1552792_at,SOCS4,0.105516869,0.184326377,-0.197003711,6.567951212,6.6240798,6.571835215,6.197809142,6.634173556,6.340872397
213466_at,RAB40C,0.105569946,0.184405361,0.205489825,6.623273484,6.659168492,6.603462647,7.032843569,6.571919915,6.897610613
205348_s_at,DYNC1I1,0.105591432,0.184427319,0.153773584,6.704465346,6.941577726,6.699896885,6.973557682,6.875274744,6.958428283
228416_at,ACVR2A,0.105598245,0.184427319,-0.21021322,7.081221587,7.077292323,7.16435014,6.782960816,7.174653675,6.734609899
218498_s_at,ERO1L,0.105640419,0.184487237,-0.178403599,8.125275877,7.900925878,8.096839441,7.90363468,7.987610086,7.696585633
204827_s_at,CCNF,0.105688063,0.18454981,0.182931462,6.707762994,6.976945641,7.058496436,7.044883734,7.054909895,7.192205827
227515_at,STAMBP,0.105691988,0.18454981,0.137195417,6.030905556,6.154730634,6.223549225,6.337682943,6.226494012,6.256594712
219769_at,INCENP,0.105828385,0.184774217,0.154759211,6.369182415,6.625153052,6.611365377,6.733999756,6.648621438,6.687357283
212347_x_at,MIR4800 /// MXD4,0.105844901,0.184789296,-0.124291468,9.227723763,9.187204054,9.102212125,9.025089088,9.104317275,9.014859176
1567410_at,ZNF135,0.105876112,0.184829187,0.132383147,5.866440426,5.87336316,5.823854786,6.074497864,5.880214711,6.00609524
222443_s_at,LOC101060541 /// RBM8A,0.105883512,0.184829187,0.112389122,12.56667325,12.5392403,12.50039662,12.64362591,12.6419622,12.65788944
227028_s_at,---,0.105902337,0.184848289,-0.198822216,6.322443105,6.031247479,6.262341448,5.843139164,5.996771418,6.179654802
36612_at,FAM168A,0.10598207,0.184973692,-0.288725288,8.084624039,8.427593066,8.309169758,7.613958868,8.13472314,8.206528993
217930_s_at,TOLLIP,0.106073634,0.185110695,0.175602626,6.965148004,7.225099627,7.330873137,7.349203502,7.364741581,7.333983563
218093_s_at,ANKRD10,0.106076353,0.185110695,-0.115706345,8.863622376,8.874145321,8.901262931,8.709280048,8.79657082,8.786060724
1553642_at,C9orf163,0.106090069,0.185120856,-0.150660063,6.945287967,6.893423467,7.100623594,6.929270839,6.745608925,6.812475075
203531_at,CUL5,0.106106038,0.185134946,0.158388991,9.545116288,9.823189683,9.771901201,9.867497771,9.927590571,9.820285804
226851_at,LYPLAL1,0.106119332,0.185144366,0.115803997,10.08655007,10.12605156,10.13837508,10.22862603,10.27906391,10.19069877
212263_at,QKI,0.106152906,0.185189165,0.164008623,9.167635123,9.013064108,9.046401254,9.120786002,9.404101539,9.194238814
225022_at,GOPC,0.106179557,0.185221881,0.16940083,8.355204811,8.218010555,8.246741987,8.317919114,8.626488785,8.383751943
242214_at,RPS27A,0.106249286,0.185329733,0.124493292,7.829921841,7.759607289,7.694858164,7.834119295,7.902041677,7.921706199
201622_at,SND1,0.106326615,0.185437032,0.111597574,9.441965262,9.425863209,9.416505619,9.519114936,9.529103289,9.570908587
229894_s_at,RAB43,0.106319366,0.185437032,-0.160761976,6.223530482,6.329894195,6.029893193,6.077664367,6.053003697,5.970363878
212359_s_at,ZSWIM8,0.106363533,0.185487625,0.15482272,8.366979616,8.504819548,8.595287663,8.537788765,8.730048717,8.663717504
219358_s_at,ADAP2,0.106400259,0.185537874,-0.20981242,6.927594583,6.854069892,6.593394781,6.644519591,6.386241392,6.714861012
202289_s_at,TACC2,0.106488863,0.18566477,-0.132989841,8.626294186,8.766677328,8.711147888,8.480634603,8.602299405,8.622215871
217393_x_at,UBE2NL,0.106482962,0.18566477,0.111201446,11.50691575,11.51675211,11.53360527,11.63979125,11.60255752,11.6485287
1554678_s_at,HNRNPDL,0.106544035,0.185719841,-0.201148732,9.952037492,9.874612172,9.943577982,9.459029749,9.872158795,9.835592906
221691_x_at,NPM1,0.106544207,0.185719841,-0.12232414,13.51383157,13.4069279,13.43391285,13.27060528,13.35157299,13.36552164
225031_at,CHD6,0.106538912,0.185719841,-0.16073341,9.636118038,9.338066093,9.380670179,9.274527839,9.311850027,9.286276214
1557129_a_at,FAM111B,0.106581767,0.185743895,-0.405864196,6.487221134,7.082645066,6.627579712,5.939429134,6.804271101,6.236153089
200904_at,HLA-E,0.106578715,0.185743895,0.177286763,6.841952909,7.124716664,6.941295256,6.998735646,7.218376227,7.222713244
229835_s_at,SLMO2,0.106569719,0.185743895,0.175289565,8.332253021,8.250233208,8.189322414,8.300527159,8.63057312,8.366577058
217951_s_at,PHF3,0.106590327,0.18574501,-0.228490065,7.279491915,7.599417346,7.480309614,7.038807542,7.473677887,7.161263251
218107_at,WDR26,0.10662924,0.185799015,0.10991759,11.31695765,11.3328455,11.303412,11.42136533,11.43472983,11.42687277
213691_at,---,0.10665346,0.18582741,-0.153531829,7.155328546,7.044229929,7.056382056,7.077220564,6.808965177,6.909159303
210674_s_at,PCDHA1 /// PCDHA10 /// PCDHA11 /// PCDHA12 /// PCDHA13 /// PCDHA2 /// PCDHA3 /// PCDHA4 /// PCDHA5 /// PCDHA6 /// PCDHA7 /// PCDHA8 /// PCDHA9 /// PCDHAC1 /// PCDHAC2,0.1066673,0.185837718,-0.124206323,8.707646701,8.728386868,8.746834495,8.512629479,8.65628527,8.641334346
1556103_at,OTTHUMG00000175858 /// RP11-480A16.1,0.106696555,0.185847267,-0.120698139,8.611097626,8.666614499,8.727217792,8.501793344,8.563602087,8.577440067
225257_at,CCDC97,0.106694669,0.185847267,0.154217473,8.46117465,8.668905284,8.712052498,8.746892088,8.714401448,8.843491316
228007_at,CEP85L,0.10668488,0.185847267,0.169899813,6.125398679,5.996510722,6.092602034,6.062635461,6.391596624,6.269978788
202775_s_at,SFSWAP,0.106711643,0.185859744,0.116262055,8.421720449,8.383196867,8.356436731,8.458453815,8.546100686,8.505585711
201788_at,DDX42,0.106759662,0.185915764,0.144938874,10.71000282,10.49280692,10.49142278,10.67944621,10.7518911,10.69771184
222208_s_at,POLR2J4,0.106752252,0.185915764,-0.201547809,6.370625445,6.664832301,6.768775536,6.278965182,6.430168846,6.490455826
214280_x_at,HNRNPA1,0.10681471,0.185997815,0.116872751,11.59988928,11.57236211,11.66513371,11.74253884,11.75254204,11.69292248
230795_at,---,0.106849076,0.186030032,0.128773043,10.12676229,10.00275273,10.04491064,10.12377064,10.2619415,10.17503264
234055_s_at,GZF1,0.106844678,0.186030032,-0.147587496,6.519399285,6.601515134,6.579333726,6.356889717,6.568738933,6.331857005
230141_at,ARID4A,0.106902213,0.18610873,-0.266102669,7.085768663,7.526316931,7.362562924,6.830647344,7.325839115,7.019854052
227277_at,MTDH,0.106936359,0.186154357,0.165028257,9.327352917,9.022826603,9.081766609,9.259483761,9.368618209,9.298928929
210239_at,IRX5,0.106972224,0.186175332,-0.134651807,10.84159419,10.97881214,10.93308163,10.68697738,10.82895076,10.83360441
218947_s_at,MTPAP,0.106970016,0.186175332,0.155649478,8.730878368,8.475024332,8.57866637,8.654838918,8.799953222,8.796725364
229728_at,---,0.106958597,0.186175332,-0.172529156,7.084057034,7.03101952,7.1044664,6.692642893,6.995766301,7.013546292
211352_s_at,NCOA3,0.107011856,0.186202853,0.201286932,9.971465682,9.800900828,9.632456289,9.822624835,10.1297382,10.05632056
233757_x_at,---,0.107010368,0.186202853,-0.164150803,8.1002409,8.023835915,8.056043079,7.745204476,8.071809449,7.87065356
243656_at,LOC642852,0.106997921,0.186202853,0.117278873,6.399992327,6.359322008,6.305608747,6.438488726,6.468981573,6.509289403
208920_at,SRI,0.107055448,0.186264884,-0.17098052,6.339492869,6.388590558,6.364598033,6.021102309,6.380129638,6.178507954
1556445_at,OTTHUMG00000173363 /// RP11-90P13.1,0.107090631,0.186312276,-0.185189745,6.531629864,6.382590871,6.232011748,6.161386712,6.075874496,6.35340204
243801_x_at,MRPL30,0.107149401,0.186400694,0.168732154,7.462784936,7.402528899,7.530430828,7.450724775,7.773453334,7.677763017
220261_s_at,ZDHHC4,0.107181521,0.186442741,-0.119342384,10.14683312,10.25311253,10.21708989,10.12238291,10.04445533,10.09217014
227798_at,SMAD1,0.107192445,0.186447914,0.186838368,8.529440894,8.714449094,8.594213011,8.652830378,9.010374997,8.735412727
229074_at,EHD4,0.107261481,0.186554157,-0.141063757,9.300836364,9.442136446,9.352827594,9.116586244,9.316382924,9.239639964
218738_s_at,RNF138,0.107308874,0.186622745,0.146255942,9.588718581,9.432337618,9.535817735,9.574178092,9.785437691,9.636025977
214827_at,PARD6B,0.107324514,0.186632355,0.178003712,7.38580425,7.436744444,7.397128409,7.384091307,7.767923236,7.601673695
238547_at,HEXIM2,0.107330316,0.186632355,0.14174879,6.975978994,7.180552203,7.094325033,7.144179065,7.253283519,7.278640015
218508_at,DCP1A,0.107424278,0.186781893,0.190005768,7.394637537,7.353906552,7.279639722,7.314699501,7.726513422,7.556988192
244165_at,FAM208B,0.107494735,0.186890542,0.131572096,7.238411002,7.282213967,7.267178066,7.428103649,7.472201707,7.282213967
221788_at,PGM3,0.107510165,0.186903513,-0.187251879,6.959265886,7.205387066,7.127828767,6.808986099,7.104988596,6.816751388
219626_at,MAP7D3,0.107545025,0.186922547,0.171401645,6.630009437,6.384480977,6.400162667,6.529300801,6.769547779,6.630009437
220796_x_at,SLC35E1,0.107540454,0.186922547,-0.128248429,9.72380637,9.70229922,9.779937829,9.510333929,9.666134318,9.644829886
225043_at,SLC15A4,0.107533695,0.186922547,-0.122706924,8.74935025,8.888563679,8.8372436,8.666678983,8.733378066,8.706979709
218221_at,ARNT,0.107644875,0.18708223,-0.14191966,8.941188946,9.089227927,8.917008416,8.7471462,8.862993881,8.911526229
213999_at,YIPF4,0.107670944,0.18711367,0.195574068,6.161709515,6.332813017,6.012442055,6.370171837,6.519030588,6.204484366
205614_x_at,MST1,0.107713306,0.187145685,0.119386352,6.7734372,6.753258724,6.737571471,6.904425094,6.799245427,6.91875593
224780_at,RBM17,0.107697694,0.187145685,0.149876504,8.269522934,8.131747476,8.311483921,8.332904694,8.510689196,8.318789953
227413_at,UBLCP1,0.107706235,0.187145685,0.16747324,7.67274217,7.862884359,7.849694291,7.832871359,8.111525033,7.943344148
218938_at,FBXL15,0.107742853,0.187183153,0.127461694,8.550730322,8.515818209,8.612760232,8.714299047,8.7474559,8.599938899
210633_x_at,KRT10,0.107811966,0.18728935,-0.113665697,11.02800215,11.04088153,11.05268746,10.93001962,10.88182517,10.96872926
226088_at,ZDHHC12,0.107913965,0.187452656,-0.114603803,8.747268717,8.845466373,8.792407136,8.683639503,8.671679558,8.686011758
211000_s_at,IL6ST,0.107961031,0.187520523,0.341500148,5.380637354,6.174193251,5.568400218,5.933172971,6.243837536,5.970720761
221935_s_at,EOGT,0.108025923,0.18761934,-0.373641657,6.561174455,6.364568617,6.363765774,5.55422224,6.51449706,6.099864576
237240_at,---,0.108056491,0.187658533,0.172678415,6.523752578,6.331726349,6.207060825,6.496091029,6.633460054,6.451023914
218276_s_at,SAV1,0.10808377,0.187692008,-0.131438081,8.270742796,8.248367824,8.214276235,8.122358912,8.206189042,8.010524658
206383_s_at,G3BP2,0.108130596,0.187749354,0.134610931,8.008616144,7.931063352,7.832172575,7.988611134,8.069379776,8.117693954
208862_s_at,CTNND1 /// TMX2-CTNND1,0.108132804,0.187749354,-0.142721978,8.305338497,8.400332147,8.331622329,8.083745634,8.205161027,8.320220377
1568600_at,CALML4,0.108225661,0.187813444,-0.169061117,6.172440425,6.153640415,6.438341614,6.130268413,6.136529853,5.990440837
201048_x_at,RAB6A,0.108233784,0.187813444,0.127766099,6.488358218,6.523600797,6.349526081,6.58596323,6.592343343,6.56647682
202969_at,DYRK2,0.108184849,0.187813444,-0.173299194,8.374613217,8.065970943,8.129126959,7.917853646,8.098290192,8.033669698
204016_at,LARS2,0.10822052,0.187813444,0.161426529,8.180847694,8.446628162,8.470647668,8.515311219,8.496770005,8.570321886
208290_s_at,EIF5,0.108227073,0.187813444,-0.131300537,11.44490345,11.36959033,11.38162076,11.19535654,11.37326499,11.23359141
213476_x_at,TUBB3,0.108223152,0.187813444,0.116312516,11.54020676,11.4896503,11.55470864,11.59223324,11.66235678,11.67891323
227961_at,CTSB,0.108191867,0.187813444,-0.204755893,6.191793175,6.560480342,6.31767496,5.999641116,6.155514706,6.300524978
234294_x_at,GATAD2A,0.10822656,0.187813444,0.147002204,10.20263049,10.43580984,10.40966881,10.54328766,10.44423025,10.50159784
209361_s_at,PCBP4,0.10829115,0.187899086,0.134746739,7.61526462,7.801189737,7.708818151,7.897014612,7.779300269,7.853197843
212854_x_at,NBPF1,0.108354415,0.18799495,-0.112426246,12.4753104,12.47350986,12.50467188,12.40984005,12.33824847,12.36812488
218413_s_at,ZNF639,0.108406237,0.188070948,0.139212796,6.672217047,6.498580526,6.524767015,6.684651339,6.788464822,6.640086813
223391_at,SGPP1,0.108614182,0.188417767,0.196890223,9.863464193,9.781246814,9.760988792,9.755355892,10.18774601,10.05326856
212479_s_at,RMND5A,0.108715705,0.188579934,0.112984991,10.11769759,10.17758792,10.15376919,10.22995808,10.26531185,10.29273975
1554442_at,BEST1,0.108781332,0.188679816,0.121232568,7.173732136,7.211192207,7.275623716,7.304771056,7.315370838,7.404103868
1556059_s_at,SPEN,0.10884856,0.188769149,0.136234592,7.318000469,7.271586024,7.188973658,7.320889254,7.501106599,7.365268075
224888_at,EPT1,0.108848934,0.188769149,0.267352486,9.506561756,8.862175173,9.042222378,9.406843386,9.470310827,9.335862552
241725_at,E2F7,0.108938081,0.188909781,0.208215234,5.767699385,5.737293715,5.77066993,6.241413026,5.766160505,5.892735199
214351_x_at,RPL13 /// SNORD68,0.108978522,0.188965937,0.115277055,14.04661661,14.10141728,14.02929215,14.21961173,14.15221652,14.15132896
202832_at,GCC2,0.108999034,0.188974496,0.277436344,7.01056538,7.576741002,7.468685903,7.474832011,7.839115506,7.5743538
208738_x_at,SUMO2,0.108999574,0.188974496,-0.111112769,12.28318744,12.31076565,12.33930577,12.18069424,12.21801339,12.20121293
211248_s_at,CHRD,0.109052459,0.189052208,-0.26739148,5.941156452,6.077877416,5.705257221,5.92663991,5.361931916,5.633544824
210187_at,FKBP1A,0.109079933,0.189085859,0.143272274,6.255786169,6.231337767,6.302584959,6.283706808,6.533623957,6.402194953
209296_at,PPM1B,0.109106675,0.189118237,0.122040319,10.89670836,10.78780312,10.7707387,10.93393387,10.98073279,10.90670447
1554015_a_at,CHD2 /// LOC100507217,0.109127803,0.189140879,0.154055714,7.62947226,7.555539392,7.679997459,7.641679409,7.918562046,7.766934798
219035_s_at,RNF34,0.109167412,0.189195547,0.112055541,10.30440589,10.35491707,10.3611004,10.42387571,10.46556515,10.46714912
212772_s_at,ABCA2,0.109226374,0.189255776,-0.172164256,6.573063607,6.433226878,6.719633001,6.50474857,6.272772474,6.431909676
225736_at,FBXO22,0.109222597,0.189255776,-0.116965009,10.01536629,10.11516778,10.0553169,9.935992823,9.983639914,9.915323205
242978_x_at,---,0.109224012,0.189255776,0.192845927,7.045677324,7.152544957,7.109995476,7.500202971,7.071325323,7.315227245
201573_s_at,ETF1,0.109246674,0.189276965,0.125670006,10.9067638,10.74500161,10.79271868,10.93069838,10.974646,10.91614973
220215_at,ZNF669,0.10936441,0.189466953,-0.264858471,6.778877076,6.942848913,6.85001422,6.216877051,6.801443747,6.758843998
203013_at,ECD,0.109383024,0.189485203,0.124568553,9.437451025,9.407647119,9.46450567,9.482448338,9.643806885,9.557054251
227745_at,LOC100507018,0.109402714,0.189505314,0.148661982,5.943465329,6.159055248,6.116085422,6.261232916,6.27825962,6.125099409
239010_at,LOC100506303 /// LOC100653149 /// LOC101060483,0.109459733,0.189590078,-0.177046277,7.019626846,6.935244667,7.00885942,6.619662815,6.998356907,6.814572381
202979_s_at,CREBZF,0.109473542,0.189599993,-0.191438683,8.812207383,8.721411746,8.760712239,8.329223373,8.733770128,8.657021819
222584_at,MSTO1,0.109579845,0.189770088,-0.113123149,8.947486121,9.012749684,9.012749684,8.876569551,8.904602251,8.852444241
219048_at,PIGN,0.10964098,0.189861941,0.180617874,6.600579152,6.478675909,6.436953871,6.632363337,6.889288632,6.536410586
218705_s_at,SNX24,0.109695705,0.189942681,-0.120160361,8.143952146,8.080759206,8.055553229,7.911483971,7.98503381,8.023265716
214549_x_at,SPRR1A,0.109705133,0.189944982,0.169902998,5.914386713,5.700986499,5.842130698,6.158119423,5.897235176,5.911858304
239523_at,TUSC5,0.109724105,0.189963806,-0.154604588,6.412295065,6.486389249,6.45007928,6.425000056,6.131994039,6.327955734
222412_s_at,SSR3,0.109814365,0.190106037,-0.118189057,8.713987332,8.730339267,8.724912833,8.530136975,8.654585466,8.629949819
205545_x_at,DNAJC8,0.109834248,0.190126423,0.110800445,10.73913942,10.70316134,10.74820363,10.84007517,10.81763026,10.8652003
223921_s_at,GBA2,0.109924823,0.190269167,-0.147371513,6.964377126,7.163681256,7.016816878,6.987935359,6.913277934,6.801547428
1557128_at,FAM111B,0.109946514,0.190292668,-0.321705619,6.826057972,7.404106931,6.972727797,6.445938411,7.038871785,6.752965646
65884_at,MAN1B1,0.109982458,0.190340831,0.111312017,8.533049497,8.577663022,8.599930504,8.672114635,8.698538617,8.673925824
224686_x_at,LRRC37A2,0.110022824,0.19039664,-0.129741143,8.371893871,8.283308565,8.46540615,8.203458312,8.241609486,8.28631736
200908_s_at,RPLP2,0.11003917,0.190410877,0.231575331,6.293012847,5.891887363,5.922723902,6.300646708,6.42643211,6.075271287
209388_at,PAPOLA,0.110053517,0.190421653,-0.159989201,11.11327121,11.08692969,11.09446508,10.76526967,11.09120604,10.95822267
230341_x_at,ADAMTS10,0.110084664,0.190461493,-0.146987946,6.928771487,6.744186822,6.690928751,6.62468738,6.589790697,6.708445144
236933_at,EVPLL,0.110171214,0.190597175,0.140302788,6.204872132,6.196169269,6.198052023,6.460428368,6.211300879,6.348272541
243496_at,RAB18,0.110215168,0.190659152,-0.224907041,6.087185016,6.176678145,5.973107581,5.597443985,6.108401826,5.85640381
224612_s_at,DNAJC5,0.110278521,0.190754674,0.14190869,8.419573367,8.538969233,8.536595218,8.739688683,8.52404801,8.657127194
216356_x_at,BAIAP3,0.110292031,0.190763973,-0.144842013,6.757261735,6.793771157,6.790660911,6.766570497,6.500395267,6.640202
232106_s_at,CEP89,0.110301442,0.190766181,-0.119691665,6.832633809,6.970677202,6.893419427,6.756119883,6.787963349,6.79357221
211142_x_at,HLA-DOA,0.110348855,0.190834109,-0.167434244,7.182205976,6.987418135,7.170475734,6.886113874,6.844433324,7.107249915
1555882_at,SPIN3,0.110471447,0.191017944,-0.188052885,7.825544548,7.750434297,7.779825607,7.359411107,7.764686487,7.667548201
215984_s_at,ARFRP1,0.110471358,0.191017944,0.131962037,7.072188352,7.183895815,7.107083829,7.285205567,7.152086361,7.32176218
1555844_s_at,HNRNPM,0.110512285,0.19107447,-0.11707636,12.51900106,12.49734295,12.48414816,12.32505781,12.44662106,12.37758421
212031_at,RBM25,0.110667169,0.191328157,-0.147303701,9.971715704,9.814422596,9.79340086,9.611892618,9.813325534,9.712409906
218748_s_at,EXOC5,0.110741513,0.191442574,-0.23462338,6.527547514,6.531654945,6.571163464,6.078112956,6.634509626,6.213873202
203480_s_at,OTUD4,0.110905325,0.1916975,0.165625503,9.067691316,8.772008177,8.868856499,9.112451821,9.128539507,8.964441172
232436_at,ZNF274,0.110902948,0.1916975,0.188753111,6.361271561,6.563985108,6.786186821,6.715875629,6.762599107,6.799228088
242847_at,C11orf30,0.110929106,0.191724474,-0.153334024,6.434992023,6.402255111,6.285512342,6.244378573,6.338294737,6.080084095
207904_s_at,LNPEP,0.110991906,0.191799749,0.146403075,6.988930289,6.801707299,6.854299711,6.941330649,7.006219732,7.136596142
212737_at,GM2A,0.110997194,0.191799749,0.143415546,9.014683335,9.1818778,9.067106627,9.336304122,9.134742642,9.222867638
57739_at,DND1,0.110995263,0.191799749,0.11803745,7.7989527,7.853627585,7.777270252,7.982928511,7.927737418,7.873296959
90610_at,LRCH4,0.111023177,0.191830513,0.129911867,8.718985945,8.848834312,8.814101811,8.836881112,8.956546114,8.978230443
228119_at,LRCH3,0.111085243,0.191923613,-0.115729723,6.946177578,6.888125408,6.9034176,6.847889198,6.796904584,6.745737634
235125_x_at,FAM73A,0.11109607,0.191928179,0.215659111,7.306936563,7.081149757,7.172042123,7.150936342,7.617333911,7.438835523
238474_at,NUP43,0.111146778,0.191987496,0.151815577,5.712060219,5.725336303,5.63974403,5.70363001,5.988458228,5.840499045
244707_at,OTTHUMG00000172548 /// RP11-272D12.1,0.111139283,0.191987496,0.178186474,6.562787008,6.580313863,6.311733936,6.738933147,6.513205313,6.737255769
226336_at,LOC101060363 /// PPIA,0.111169401,0.192012431,-0.114880425,10.26603364,10.37086759,10.3172563,10.18017814,10.21380553,10.21553258
207732_s_at,DLG3,0.11123571,0.192112812,-0.118778164,7.549096661,7.561242228,7.568541377,7.374163821,7.435360711,7.513021241
221203_s_at,YEATS2,0.111249612,0.192122673,0.122751755,7.692554363,7.756960723,7.769998385,7.78020497,7.90713254,7.900431226
217832_at,SYNCRIP,0.111315529,0.192222354,0.164270896,10.61440462,10.30883966,10.36040619,10.58218415,10.65495896,10.53932005
200642_at,SOD1,0.111391374,0.192339162,0.109116975,13.32818426,13.31365768,13.30810835,13.39948419,13.44413761,13.43367941
225232_at,MTMR12,0.111400141,0.192340139,-0.133580421,10.49536914,10.56391213,10.47802983,10.27521041,10.47726738,10.38409205
211013_x_at,PML,0.111524701,0.192526852,0.116402483,6.577919937,6.471213507,6.548610667,6.662779804,6.615369336,6.66880242
218557_at,NIT2,0.111524166,0.192526852,0.11060078,11.54765783,11.56832316,11.616239,11.69790668,11.68422938,11.68188627
208299_at,CACNA1I,0.111588228,0.192622341,-0.145946763,6.250974272,6.367462153,6.133101544,6.170333563,6.025422243,6.117941874
210115_at,RPL39L,0.111681342,0.192768884,-0.116492851,10.14990431,10.22887256,10.2062551,10.05258433,10.13398235,10.04898674
234338_s_at,ZBTB47,0.11179307,0.192933334,0.13147828,6.275244992,6.261386365,6.293971105,6.338379654,6.357620435,6.529037212
237362_at,ZFP41,0.111791283,0.192933334,0.172698074,6.218093348,6.272279084,6.448068768,6.638174789,6.346054739,6.472305893
225917_at,---,0.11184082,0.193001539,-0.136924552,8.275093417,8.130782618,8.11735133,8.012409288,8.127795614,7.972248807
213450_s_at,ICOSLG,0.111875115,0.193046516,0.197340364,7.041101125,7.145321025,7.006418156,7.481436406,7.040308754,7.263116238
236441_at,CTD-2132N18.4 /// OTTHUMG00000184125,0.111885634,0.193050463,0.146712616,6.29492733,6.190375126,6.097532112,6.342766649,6.439512074,6.240693692
206335_at,GALNS,0.11190647,0.193058006,0.11506655,9.942442131,10.04422762,10.03937447,10.11500783,10.12848302,10.12775303
211282_x_at,TNFRSF25,0.111901127,0.193058006,0.129524952,6.12653698,6.232240073,6.079400653,6.268198626,6.343616665,6.214937272
225234_at,CBL,0.111943096,0.193106987,0.126496839,8.188668544,8.237638411,8.212255912,8.237638411,8.410985692,8.369429281
237412_at,---,0.111959782,0.193121566,-0.206408047,5.749003974,6.177800796,6.13834958,5.848699823,5.862761976,5.734468411
216889_s_at,HNF4A,0.111971329,0.193127279,-0.128258188,6.901336816,6.758340549,6.74320169,6.656833495,6.637319862,6.723951134
218325_s_at,DIDO1,0.111993882,0.193151972,-0.205925089,6.750588956,7.023393883,7.16185628,6.638390406,6.78126549,6.898407957
1558093_s_at,MATR3 /// SNHG4,0.11217717,0.193439632,-0.32617793,8.019226966,7.969884201,7.774593998,7.221589316,8.037792947,7.525789112
238051_x_at,PWWP2B,0.112170048,0.193439632,-0.172543103,7.008332395,6.743599503,6.682945022,6.549509945,6.682945022,6.684792644
212475_at,AVL9,0.112187156,0.193442628,0.165534353,7.654950699,7.366162586,7.458882731,7.624906516,7.769079996,7.582612564
212892_at,ZNF282,0.112301322,0.19362166,0.132562555,7.43168253,7.39990005,7.389933863,7.562860786,7.42288512,7.633458203
227988_s_at,VPS13A,0.112307498,0.19362166,-0.268763902,5.921425152,6.38216025,6.554152105,5.948132253,6.147130743,5.956182806
1555851_s_at,SEPW1,0.112337508,0.193659162,0.113388744,12.01946151,12.00489434,11.93172983,12.12336666,12.08387279,12.08901246
223245_at,STRBP,0.112383221,0.193723726,-0.127983581,9.867319962,9.748549018,9.682254596,9.630021325,9.670127874,9.614023635
223443_s_at,AMZ2P1,0.112436832,0.193787652,0.186936468,7.520097887,7.696457637,7.469174759,7.549057438,7.894637077,7.802845171
228234_at,TICAM2 /// TMED7-TICAM2,0.112430418,0.193787652,0.136020055,7.552098928,7.50192246,7.478108867,7.583718332,7.775285416,7.581186673
239516_at,---,0.112445136,0.193787723,0.268736011,6.108629138,6.712562337,6.620715119,6.705920759,6.882912317,6.659281552
219292_at,THAP1,0.112539753,0.193936534,0.160562478,7.415753155,7.220193424,7.431900586,7.415753155,7.648856913,7.48492453
206659_at,FLJ14082,0.112639757,0.194080387,-0.166425773,7.639647783,7.562752629,7.455175425,7.20926207,7.473385593,7.475650855
244261_at,IFNLR1,0.112639781,0.194080387,-0.167702149,6.110918799,6.466049745,6.334901588,6.133000967,6.162937193,6.112825526
213901_x_at,RBFOX2,0.112691778,0.194155714,-0.167342916,7.1981721,7.194502846,6.991030299,6.808320874,7.001630622,7.071725001
226059_at,TOMM40L,0.112718578,0.194187621,0.130686824,8.7053427,8.856894955,8.812834667,8.862206832,9.000286178,8.904639785
217149_x_at,TNK1,0.112773733,0.194263903,-0.158810564,7.154806651,7.097160879,6.937342659,6.766965398,6.991780587,6.954132511
229094_at,ATP6V0E2-AS1,0.112787707,0.194263903,-0.126667065,6.57988035,6.556100764,6.636765654,6.562553199,6.424220491,6.405971884
57082_at,LDLRAP1,0.11278522,0.194263903,-0.107475713,8.503000792,8.496929351,8.510953126,8.40816912,8.387931156,8.392355854
203003_at,MEF2D,0.112840369,0.194338787,-0.126118159,6.537351707,6.494036086,6.595098736,6.390225673,6.504549429,6.353356949
234751_s_at,NLGN3,0.112847757,0.194338787,0.1157585,6.106065024,6.041748218,6.076208019,6.23951483,6.134473105,6.197308827
216366_x_at,---,0.112964067,0.194524804,0.185574912,6.484384282,6.226494012,6.409102981,6.686222578,6.369717515,6.620765919
210830_s_at,PON2,0.11307477,0.194701138,0.137615162,10.18983844,10.02202489,10.06721972,10.1321124,10.27547641,10.28433973
219706_at,AP5S1,0.113089523,0.194712245,-0.11519424,8.579453171,8.58233669,8.65472768,8.537268025,8.4549864,8.478680395
201603_at,PPP1R12A,0.113124283,0.194757795,-0.168095216,10.49104329,10.36867052,10.41756944,10.1635058,10.45599463,10.15349717
220617_s_at,ZNF532,0.113239254,0.194941421,0.122253719,7.095192236,7.13478404,7.081523197,7.315291232,7.166317172,7.196652228
1556296_at,---,0.113291727,0.195017438,0.141078522,5.985163373,6.133352693,6.146854198,6.156359539,6.197241157,6.335005133
208914_at,GGA2,0.113310232,0.195034977,0.116081762,7.728751123,7.825514058,7.828285138,7.938066398,7.912657317,7.88007189
203530_s_at,STX4,0.113329784,0.195052738,0.109060919,10.30908645,10.34626312,10.3245438,10.46279642,10.42712139,10.41715832
229798_s_at,BRI3,0.113337185,0.195052738,0.165163939,6.455573196,6.576212618,6.635838586,6.805529406,6.545863814,6.811722998
205415_s_at,ATXN3,0.113347842,0.195056765,0.158114146,8.129501822,8.226502697,8.049056283,8.160842354,8.436210984,8.282349904
