probeset_id,gene_symbol,pvalue,FDR,logFC,LCC1-P18.CEL,LCC1-P19.CEL,LCC1-P20.CEL,LCC9 -P12.CEL,LCC9 -P13.CEL,LCC9 -P14.CEL
221772_s_at,PPP2R2D,0.113370193,0.195080913,0.121238766,8.506063062,8.622395433,8.592531725,8.64881823,8.682521742,8.753366545
201484_at,SUPT4H1,0.113447796,0.195200126,0.113113247,9.597429353,9.677333363,9.58425611,9.738018633,9.717008876,9.743331058
211676_s_at,IFNGR1,0.113515208,0.195301787,0.193076333,7.752354934,7.578189157,7.655251733,7.671502774,8.082833357,7.810688693
212239_at,PIK3R1,0.113652441,0.195509209,-0.175602841,8.682249877,8.597151517,8.554125155,8.312032824,8.64881823,8.34586697
225865_x_at,NELFCD,0.113652087,0.195509209,0.115758275,11.50616868,11.6213116,11.59711678,11.69873809,11.67130488,11.70182891
203043_at,ZBED1,0.113672358,0.195529129,-0.137709057,8.217792454,8.221115498,8.081075723,8.124929577,7.939295831,8.042631096
217040_x_at,SOX15,0.113826227,0.195779441,-0.138616138,6.661959475,6.646903885,6.802388091,6.462655662,6.597830454,6.63491692
213613_s_at,NADK,0.113928855,0.195941589,-0.194514293,6.328158102,6.118981141,6.064273324,6.097634725,5.766136396,6.064098567
228516_at,CDAN1,0.113942826,0.195951247,0.163853709,8.068850476,8.259512273,8.31087544,8.242724666,8.476314271,8.41176038
233017_x_at,---,0.113962797,0.195971221,-0.131583923,6.753578058,6.792152229,6.645872384,6.50911618,6.648464941,6.639269782
202522_at,PITPNB,0.114173088,0.196304051,0.124787127,10.78422166,10.68537208,10.62274897,10.78036935,10.82197404,10.86436071
217811_at,SELT,0.114168854,0.196304051,-0.1112234,12.01599111,11.99966352,12.04089908,11.8726696,11.89950401,11.95070992
215588_x_at,RIOK3,0.114184293,0.196308925,-0.156184786,7.75124209,7.815946384,8.031327985,7.780909962,7.647674967,7.701377173
221435_x_at,HYI,0.114213106,0.196329675,-0.15314507,6.896633542,6.605526066,6.698748263,6.592537174,6.530623797,6.618311689
236012_at,PSMF1,0.114210923,0.196329675,0.16991909,5.955066647,6.302577578,6.137405174,6.350681695,6.223001089,6.331123885
203210_s_at,RFC5,0.114297823,0.196460902,-0.115092855,9.659183912,9.663637806,9.637542837,9.473166553,9.551214134,9.590705305
213377_x_at,RPS12,0.114323115,0.196489974,0.109440495,14.19443511,14.18485989,14.20941816,14.2733371,14.33929571,14.30440184
1568513_x_at,---,0.114390386,0.196591187,-0.216032583,8.155272607,7.873256132,8.161816295,8.044941844,7.629613559,7.867691883
1552672_a_at,IGSF3,0.114402077,0.196596872,-0.176641554,6.447499154,6.350356649,6.384457932,6.004605683,6.266786077,6.380997313
209032_s_at,CADM1,0.114415566,0.196605646,-0.239032678,6.809927562,6.754191347,6.910083391,6.370019238,6.917988844,6.469096183
218500_at,THEM6,0.114544138,0.196812157,-0.129508768,8.8372436,9.007152898,9.012105888,8.856925256,8.79687502,8.814175805
243442_x_at,---,0.11460991,0.196910741,-0.139117087,6.183337706,6.081042123,6.290651976,5.966271131,6.103169088,6.068240324
207391_s_at,PIP5K1A,0.114655113,0.196969342,0.24333884,8.803812092,9.00851513,8.93140103,9.491196216,8.948339413,9.034209142
241968_at,C4orf29,0.114660816,0.196969342,-0.129373844,7.269020666,7.232591949,7.324219988,7.087938058,7.253462558,7.096310456
235025_at,WDR89,0.114671212,0.196972773,0.199010528,6.097786104,6.231990969,6.127631017,6.153356658,6.599520397,6.301562619
211375_s_at,ILF3,0.114814632,0.197204684,-0.115714568,11.01598872,11.09307451,11.08714509,10.90633711,10.94138776,11.00133975
218834_s_at,TMEM132A,0.11486293,0.197247658,-0.110456848,8.675773613,8.72998227,8.665023572,8.599387137,8.553481357,8.586540417
221294_at,GPR21,0.114852155,0.197247658,0.133983119,6.246511408,6.103014962,6.161045737,6.200449777,6.351927869,6.360143817
229466_at,TRIM66,0.114864884,0.197247658,0.141352789,6.435332183,6.19620649,6.305329492,6.468469249,6.392658779,6.499798502
220223_at,ATAD5,0.114930244,0.197345445,-0.228101172,6.343414202,6.711084031,6.592846708,6.082759062,6.50211815,6.378164211
244695_at,GHRLOS,0.11495965,0.197381486,0.134528843,5.999366986,6.21456359,6.184382231,6.261386365,6.266554897,6.273958074
222386_s_at,COPZ1,0.114997054,0.197431253,0.107010453,10.77583237,10.75570448,10.77231505,10.89018555,10.86615442,10.86854329
201786_s_at,ADAR,0.115009794,0.197438671,-0.114721152,11.95645293,12.02693044,12.01508587,11.83116816,11.89958548,11.92355213
236543_at,---,0.115032175,0.197462639,-0.180711673,6.304032908,6.325080471,6.107149353,5.910046889,6.244275721,6.039805103
216396_s_at,EI24,0.115185604,0.197711541,0.119119841,10.69876333,10.83496895,10.78317306,10.89982782,10.85499273,10.91944431
209299_x_at,PPIL2,0.115231765,0.197776299,-0.109787135,8.344692141,8.319177931,8.376130464,8.256313921,8.248083843,8.206241366
203919_at,TCEA2,0.115285458,0.197853974,-0.127705099,7.862216157,8.000131953,7.86138033,7.79342775,7.833466559,7.713718834
240954_at,---,0.115301864,0.197867651,0.168583804,6.04191402,6.248223325,6.379247105,6.428567116,6.3061862,6.440382546
213713_s_at,GLB1L2,0.115379621,0.197986601,-0.133110788,7.602684042,7.580916815,7.635193188,7.362711833,7.473097233,7.583652616
227127_at,MUSTN1 /// TMEM110 /// TMEM110-MUSTN1,0.11546058,0.198111027,0.177435903,6.167181083,6.002007207,6.293952249,6.491059341,6.266771849,6.237617059
202941_at,NDUFV2,0.115537809,0.198214535,0.11285606,12.57415848,12.55981951,12.51382257,12.61099669,12.68578281,12.68958924
224581_s_at,NUCKS1,0.115537569,0.198214535,-0.135348149,12.47588474,12.2810308,12.35778196,12.17612258,12.30929784,12.22323264
1555015_a_at,ZNF398,0.115551026,0.19822271,0.198482942,6.238864574,6.513235975,6.429449598,6.483818681,6.813994762,6.479185529
201923_at,PRDX4,0.11559783,0.198273993,0.113716446,12.64747012,12.71510637,12.67940099,12.74277245,12.83494339,12.80541097
222685_at,HAUS6,0.115596828,0.198273993,-0.131956328,8.959319233,8.903816709,8.976939463,8.784312051,8.931103873,8.728790495
217188_s_at,C14orf1,0.115623086,0.198302809,-0.114924361,9.747380566,9.832953032,9.815651312,9.633832174,9.70635476,9.711024893
201901_s_at,YY1,0.115668626,0.198366407,-0.13124095,12.44460498,12.44328119,12.4647815,12.19539022,12.39894548,12.36460912
202261_at,VPS72,0.115774795,0.198533964,-0.110725558,11.04497847,11.01952331,10.9947625,10.94716104,10.87220665,10.90771992
230659_at,---,0.115800415,0.198563379,0.13757952,7.613364729,7.571236966,7.569695024,7.602511461,7.846299011,7.718224807
219297_at,WDR44,0.115829237,0.198598279,0.148105404,8.492066852,8.380915799,8.398487569,8.437231184,8.705447745,8.573107505
1555814_a_at,RHOA,0.115898042,0.19869798,-0.158859225,11.02076284,10.91794909,10.90958592,10.61242463,10.85516591,10.90412964
239213_at,SERPINB1,0.115904331,0.19869798,0.156959667,6.663864757,6.666619915,6.675274194,6.682327407,6.789414252,7.004896208
231004_s_at,---,0.115980916,0.198814739,-0.159560202,7.484700598,7.44883053,7.449565046,7.409981972,7.38672304,7.107710557
52005_at,WIZ,0.116071273,0.198955087,-0.110560068,8.469668867,8.456014169,8.409704682,8.309201174,8.324042594,8.370463746
210958_s_at,MAST4,0.116138246,0.199047165,0.141366904,6.372783871,6.509783338,6.404487469,6.598980805,6.446793042,6.665381542
220609_at,LOC202181,0.116141967,0.199047165,-0.190101435,5.939847096,5.985831128,6.258629336,5.759791333,6.033506659,5.820705262
200913_at,PPM1G,0.116161821,0.199052099,0.111800572,10.89583668,10.91142555,10.90679903,11.0580173,11.03069803,10.96074764
226496_at,ZCCHC7,0.116159267,0.199052099,-0.178624143,9.250313049,9.244722815,9.202479549,8.857666202,9.262630018,9.041346767
37793_r_at,RAD51D,0.116204502,0.199110688,0.152369557,6.07600763,6.310166132,6.272001595,6.26829781,6.402506756,6.44447946
210858_x_at,ATM,0.116263652,0.199197484,-0.21236146,6.226494012,6.270407551,6.441494047,6.153236759,6.305389785,5.842684688
227755_at,OTTHUMG00000178878 /// RP11-214C8.5,0.11629557,0.199237615,0.186582891,7.189857933,7.52827233,7.427097009,7.434290903,7.699280792,7.571404249
221567_at,NOL3,0.116305607,0.199240255,0.130572015,8.575009605,8.669563436,8.667810989,8.665030666,8.849933126,8.789136282
215667_x_at,LOC100132832 /// LOC100996753 /// LOC101060605 /// LOC441259 /// PMS2L2 /// PMS2P1 /// PMS2P5 /// PMS2P6,0.116356856,0.19931349,0.115944465,9.613394096,9.682343493,9.70493423,9.72818353,9.812970508,9.807351176
201553_s_at,LAMP1,0.116436928,0.199436082,0.109077205,12.53735484,12.60664878,12.57365102,12.69406739,12.68490143,12.66591744
205231_s_at,EPM2A,0.116454913,0.19945232,-0.168024075,6.968959706,6.820891891,6.996828286,6.781208064,6.909539072,6.591860521
221786_at,C6orf120,0.116494368,0.199505325,0.1349285,9.885764702,9.84263402,9.85244417,9.866884466,10.09583505,10.02290887
225417_at,EPC1,0.116580966,0.199639052,-0.111930775,9.175321206,9.136266253,9.118573224,9.008769013,9.0043501,9.081249245
210678_s_at,AGPAT2,0.116665025,0.199768412,-0.138219634,7.946216063,7.895311878,7.763454035,7.825659428,7.699928298,7.66473535
200845_s_at,PRDX6,0.11672774,0.199832029,0.112864282,12.23396899,12.30963081,12.30638389,12.39482572,12.36046658,12.43328425
227066_at,MOB3C,0.116718506,0.199832029,0.248724123,5.846167693,5.796688919,5.823886619,6.355375646,5.725031214,6.13250874
238703_at,FAM207A,0.11672703,0.199832029,0.147978809,6.664175862,6.650257621,6.827207859,6.877552412,6.745069298,6.962956057
224248_x_at,FAM192A,0.116740225,0.199838814,-0.109850948,8.528303569,8.542275885,8.581921619,8.404658751,8.465009652,8.453279826
205189_s_at,FANCC,0.116770419,0.199861324,-0.14786261,8.138324328,8.360223683,8.182794704,8.181022867,8.017158501,8.039573517
223559_s_at,INIP,0.116764067,0.199861324,-0.128661145,10.35008165,10.3156352,10.35636009,10.24624305,10.09722934,10.29262111
218777_at,REEP4,0.116782485,0.199867389,0.130759785,8.439621518,8.635530375,8.615203314,8.705631301,8.670892398,8.706110863
215190_at,EIF3M,0.116798944,0.199880972,0.179723209,5.993700937,5.995063267,6.056886078,6.099404717,6.429027965,6.056387227
220040_x_at,ZC4H2,0.11696924,0.200157798,-0.117039678,6.468870406,6.414880901,6.393192749,6.375697076,6.290943643,6.259184303
217823_s_at,UBE2J1,0.116997653,0.200191811,-0.188939995,9.533082796,9.338560814,9.29951867,9.063015124,9.411463121,9.129864052
205449_at,SAC3D1,0.117117246,0.200381823,-0.123236284,10.95544591,11.12481046,11.03207172,10.88081904,10.91781141,10.94398879
231022_at,OCLN,0.117193091,0.200496963,-0.138577195,7.804628875,7.628083706,7.646824718,7.562846162,7.633731616,7.467227935
219382_at,SERTAD3,0.117300237,0.200665633,-0.117287086,8.576073069,8.705294178,8.685477698,8.562900265,8.531230736,8.520852686
242294_at,FBXO45,0.117363256,0.200758795,0.186919214,8.457856472,8.252194209,8.218725933,8.301299532,8.650010182,8.538224541
227186_s_at,MRPL41,0.117393206,0.200795381,0.109714492,12.81404031,12.87963969,12.80240036,12.94902937,12.93007197,12.9461225
219787_s_at,ECT2,0.117402615,0.20079683,-0.198874972,10.46941148,10.61643686,10.66128941,10.15724068,10.59366209,10.39961006
218823_s_at,KCTD9,0.117433043,0.200834225,0.223601077,9.188519618,9.016301583,9.133257328,9.070333769,9.604919711,9.333628279
218169_at,VAC14,0.117460921,0.200867254,-0.122504245,7.016856395,6.985403334,7.128650186,6.971928956,6.912994353,6.878473871
231825_x_at,ATF7IP,0.117503994,0.200926261,-0.115474119,9.282276955,9.34059145,9.385285923,9.182115956,9.212945413,9.266670604
222416_at,ALDH18A1,0.117519075,0.200937398,0.143089893,10.60435549,10.73797215,10.69217576,10.68259738,10.89576834,10.88540737
213529_at,ZNF688,0.11754255,0.200948235,-0.180870188,6.893590371,7.137511003,7.106318093,6.682566507,6.918015206,6.99422719
218911_at,YEATS4,0.117534616,0.200948235,-0.241145988,8.968185894,8.902558549,8.969374895,8.357982206,8.941005696,8.817693472
227464_at,ACSF3,0.117563358,0.200969158,-0.13094426,7.38459519,7.352414228,7.324796442,7.273186352,7.295346623,7.100440105
201153_s_at,MBNL1,0.117592723,0.201004704,-0.146460776,10.88071282,10.69903007,10.83727201,10.57935528,10.78448285,10.61379444
230095_at,---,0.11767845,0.20113658,0.153165501,5.662672881,5.792143567,5.815245427,5.938121489,5.762194598,6.029242291
217872_at,PIH1D1,0.117745895,0.201237191,0.116571589,9.603636644,9.724618865,9.709133459,9.824116482,9.792487837,9.770499414
228327_x_at,MEIS3,0.117775084,0.201272409,-0.159933481,7.733082174,7.490229829,7.596569461,7.522195855,7.306713838,7.511171329
201488_x_at,KHDRBS1,0.117784477,0.201273794,-0.116851323,11.65504732,11.67844227,11.63141087,11.46028035,11.5872393,11.56682685
1553131_a_at,GATA4,0.117899242,0.201440552,0.175987892,5.880214711,5.805343238,6.115829311,6.067870413,6.016563894,6.244916629
217805_at,ILF3,0.117894378,0.201440552,-0.135181771,9.514114129,9.721665713,9.636667237,9.423942283,9.546016242,9.496943242
219264_s_at,PPP2R3B,0.117997711,0.201594108,0.15967573,6.430421089,6.494253819,6.398488813,6.413232237,6.721075401,6.667883273
200926_at,RPS23,0.118006748,0.201594861,0.106910012,14.28094783,14.25626288,14.26168984,14.36804776,14.39822626,14.35335656
237861_at,LOC100506105,0.11801707,0.201597809,0.124609926,5.284224109,5.197763856,5.335175566,5.470727806,5.34708552,5.373179983
201009_s_at,LOC101060503 /// TXNIP,0.118029332,0.201604071,0.132885333,10.5605939,10.60450325,10.62714439,10.6121388,10.74675564,10.83200311
1558511_s_at,ESYT2,0.118075396,0.201668064,0.135659755,10.32481591,10.47377993,10.47013611,10.45858492,10.62436512,10.59276118
236535_at,SMC6,0.118159392,0.201796829,0.188689356,6.949865872,7.153583833,7.013081595,7.185956679,7.443314943,7.053327748
223774_at,SNHG12 /// SNORA16A /// SNORA44 /// SNORA61,0.118168004,0.201796842,0.141325991,8.626556665,8.597431681,8.453027402,8.588510923,8.742496873,8.769985923
1554167_a_at,GOLGA7,0.118221273,0.201858412,0.119580198,9.11929242,9.105980425,9.093762343,9.142602814,9.302644578,9.232528388
213320_at,PRMT3,0.118220558,0.201858412,0.138675238,9.383900826,9.291156217,9.30104362,9.368420683,9.596967259,9.426738436
238440_at,CLYBL,0.118236998,0.201870565,0.239148601,5.562254059,6.119973929,5.995380205,6.144521255,6.218089498,6.032443244
1554973_a_at,ZBTB26,0.11846017,0.202138895,0.170435928,6.281415707,6.24598715,6.3869796,6.398027063,6.678264602,6.349398575
200057_s_at,NONO,0.118459974,0.202138895,-0.110885264,12.33792432,12.39817788,12.36779105,12.21708346,12.29773237,12.25642163
202447_at,DECR1,0.118415789,0.202138895,-0.116395112,11.03175979,11.00153551,10.98452589,10.8119061,10.92733763,10.92939213
205968_at,KCNS3,0.118465085,0.202138895,0.122957062,9.013667142,9.058564009,9.099465654,9.097010623,9.257737808,9.185819563
214522_x_at,HIST1H2AD /// HIST1H3A /// HIST1H3B /// HIST1H3C /// HIST1H3D /// HIST1H3E /// HIST1H3F /// HIST1H3G /// HIST1H3H /// HIST1H3I /// HIST1H3J,0.11844017,0.202138895,-0.119917329,7.038018646,7.070888183,6.98531516,6.985164083,6.904161832,6.845144088
214626_s_at,GANAB,0.118421915,0.202138895,0.16402597,9.024758216,9.232357785,9.061137356,9.353264524,9.106047061,9.351019681
221214_s_at,NSMF,0.118405013,0.202138895,0.142315228,7.766273619,7.979598197,8.012637987,8.033252037,8.094656955,8.057546494
222011_s_at,SNORA29 /// TCP1,0.11843037,0.202138895,0.11457349,8.809644258,8.864490723,8.786773055,8.883344785,8.935198437,8.986085282
232358_at,KIAA1328 /// LOC100506821,0.118471734,0.202138895,-0.142279772,6.331030554,6.503213509,6.241718333,6.224691471,6.178802985,6.245628623
200618_at,LASP1,0.118613819,0.202351879,0.112093787,11.1653213,11.25604127,11.22376573,11.2934805,11.35610976,11.3318194
217796_s_at,NPLOC4,0.118608665,0.202351879,0.118083284,9.822952997,9.901097564,9.934167475,10.05886154,9.955957115,9.997649235
57516_at,ZNF764,0.11864744,0.202394513,-0.154303371,9.046774495,9.341241082,9.261476088,9.002753216,9.11083279,9.072995545
223101_s_at,ARPC5L,0.11876322,0.202577281,0.129129125,10.02553413,9.972805569,10.02045421,10.01679954,10.20826486,10.18111687
215604_x_at,---,0.118771989,0.202577504,-0.137816165,8.130536434,8.148387822,8.262982753,8.066062886,7.927396348,8.134999281
212499_s_at,FCF1 /// MAPK1IP1L,0.1187836,0.202582575,-0.217812646,9.827460588,9.793468528,9.743784221,9.281016414,9.816208603,9.614050382
219687_at,HHAT,0.118800391,0.202596478,-0.129395556,6.819579514,6.846694898,6.670030432,6.703057689,6.645224916,6.59983557
201401_s_at,ADRBK1,0.118822184,0.202618909,-0.186828148,6.778572816,6.670870333,6.979543884,6.457569534,6.768963333,6.641969723
201633_s_at,CYB5B,0.118896532,0.20271621,0.130702427,9.127250147,9.142750439,9.111269794,9.130256647,9.322714275,9.320406739
234984_at,NEDD1,0.118896068,0.20271621,-0.143001448,9.598503126,9.704845697,9.658838786,9.400305054,9.652028957,9.480849255
65591_at,WDR48,0.118920579,0.20274247,0.109830792,7.838948386,7.776074111,7.821968255,7.889714835,7.921615738,7.955152555
222480_at,UBE2Q1,0.118983753,0.202835427,-0.187150995,7.318962488,7.441932745,7.351856521,6.979162498,7.404103868,7.168032403
205598_at,TRAIP,0.119033333,0.202905199,0.131603401,6.447181963,6.490035237,6.559078836,6.62567454,6.731513128,6.53391857
211159_s_at,PPP2R5D,0.119064716,0.202943944,0.148732466,7.277132332,7.492450473,7.307842379,7.515329929,7.407966836,7.600325818
203198_at,CDK9,0.119133556,0.203046523,0.112328588,8.61419223,8.701172919,8.627515238,8.726849249,8.793478043,8.759538859
212817_at,DNAJB5,0.119281605,0.203283551,-0.115489111,6.457433187,6.485168327,6.4091951,6.388134819,6.343616665,6.273577797
215294_s_at,SMARCA1,0.119289964,0.203283551,-0.164520187,6.502086135,6.672027142,6.586233396,6.269966414,6.590604884,6.406214815
217508_s_at,C18orf25,0.11933841,0.203336559,0.163274185,6.816375344,6.943504926,7.11565956,7.008032027,7.183511391,7.173818968
238448_at,MRPL19,0.119330614,0.203336559,0.151817413,7.451477714,7.326278106,7.418063573,7.387320858,7.658238382,7.605712392
215178_x_at,NAAA,0.119489249,0.203549202,0.140159752,6.409761213,6.308161426,6.40450699,6.526300597,6.387944537,6.628663749
223649_s_at,SLC25A39,0.119483547,0.203549202,-0.114826273,10.38952055,10.47315566,10.37195835,10.32458671,10.25074625,10.31482279
227625_s_at,STUB1,0.1194762,0.203549202,-0.109556109,13.21919383,13.21813591,13.23188112,13.13632039,13.06158213,13.14264002
221936_x_at,MRPL41,0.119538718,0.203618682,0.144939252,6.054524671,6.044231596,6.119277058,6.375050816,6.16007162,6.117728644
227292_at,C11orf84,0.119554642,0.203631016,-0.110303914,7.092996831,7.185899593,7.14141921,7.011333522,7.033738063,7.044332308
210686_x_at,SLC25A16,0.119577113,0.203654499,-0.119753873,9.048506256,9.139390205,9.106067061,9.00204402,8.900019663,9.03263822
204929_s_at,VAMP5,0.119594251,0.203668897,0.118507486,6.841243939,6.813209929,6.845141948,7.041297477,6.905338279,6.908482517
218136_s_at,SLC25A37,0.119611945,0.20366945,0.135476437,6.110177421,6.291809336,6.150343202,6.229400422,6.359339611,6.370019238
236314_at,EPM2AIP1,0.11961157,0.20366945,0.163937671,6.592154549,6.528067506,6.477052533,6.661010642,6.883063832,6.545013126
203774_at,MTR,0.119649661,0.20371888,-0.172765866,9.30905729,9.175112618,9.112888738,8.852611049,9.192603643,9.033546355
220277_at,CXXC4,0.119773887,0.203915586,0.272501054,6.338504054,5.859093776,5.805488353,6.507318348,6.217705984,6.095565014
212368_at,ZNF292,0.119792606,0.203932651,-0.316291884,7.178453546,7.838901603,7.616251191,6.944275682,7.474201597,7.266253409
210006_at,ABHD14A,0.11980733,0.203942912,-0.147267765,6.740612551,7.029282894,6.906593287,6.71570898,6.782833864,6.736142591
