,name,fold,Direction,tstat,pvalue,FDR,mzmed,mzmin,mzmax,rtmed,rtmin,rtmax,npeaks,LCC1,LCC9,20130426_AYESHA_CELL_POS_1001,20130426_AYESHA_CELL_POS_1101,20130426_AYESHA_CELL_POS_1201,20130426_AYESHA_CELL_POS_2001,20130426_AYESHA_CELL_POS_2101,20130426_AYESHA_CELL_POS_2201,20130426_AYESHA_CELL_POS_2301,20130426_AYESHA_CELL_POS_2401,20130426_AYESHA_CELL_POS_801,20130426_AYESHA_CELL_POS_901,20130426_AYESHA_CELL_POS_1401,20130426_AYESHA_CELL_POS_1501,20130426_AYESHA_CELL_POS_1601,20130426_AYESHA_CELL_POS_1701,20130426_AYESHA_CELL_POS_1801,20130426_AYESHA_CELL_POS_2601,20130426_AYESHA_CELL_POS_2701,20130426_AYESHA_CELL_POS_2801,20130426_AYESHA_CELL_POS_2901,20130426_AYESHA_CELL_POS_3001,isotopes,adduct,pcgroup
1708,M429T364,1.174174326,UP,1.215725435,0.245737272,0.508223542,428.8920902,428.8859683,428.8956754,364.0559864,363.3629905,367.6400136,11,6,5,2303.386041,1573.2462,1794.203377,1639.796183,1449.794078,120.5446863,885.3852815,1620.587483,1364.285294,1425.747972,1287.798119,1500.186207,1685.823966,2133.269525,1894.274353,1185.153509,1804.223388,1707.939628,1692.663934,1754.909311,,,576
2274,M521T612,1.319610428,UP,1.205442285,0.245750601,0.508223542,521.4561551,521.4509807,521.4584664,611.5985094,611.2649918,612.5310204,14,7,7,10328.87108,3090.885727,8892.119622,7114.239976,12162.2211,8482.656195,1465.737439,9546.963145,8237.219934,15056.98581,8726.557396,18853.62869,9719.386044,2959.197368,18582.85778,9216.414262,15511.4354,9016.225613,2838.609988,15921.64422,[366][M]+,,18
1724,M431T443,1.167256694,UP,1.209743122,0.245866432,0.508229417,431.2411059,431.2364073,431.2498685,442.7340031,442.1090126,443.9939976,17,9,8,4503.664441,4341.035962,618.7234419,3267.509468,2379.154351,3907.165875,4261.327911,3512.337106,2169.620127,2989.256038,3684.774526,3874.999103,3443.317647,4383.887987,3905.545135,4102.690522,4174.013436,2014.152763,4361.844174,3348.386476,[262][M]+,,79
2138,M497T578,1.195615387,UP,1.201248227,0.246281223,0.508852982,497.4202993,497.4180961,497.4292424,577.8009825,577.1249771,578.3749716,7,5,2,1381.157717,762.5656725,1396.477679,1655.77935,1402.278934,1768.486144,1392.788732,1466.845608,619.7588602,792.3208182,982.5505887,2306.352283,1461.877414,1300.477258,2451.140824,1392.060103,939.2781943,1346.799763,1154.906192,1775.294039,[334][M+1]+,,30
3802,M745T529,1.252754435,UP,1.199755916,0.246846614,0.509328506,744.5806123,744.576181,744.5870248,528.9729881,528.1930161,530.3550174,12,7,5,4757.183137,2047.449633,1941.237901,4185.933315,3498.626676,2065.270865,2439.252539,2531.229335,1462.501342,1966.469241,2598.787661,4076.176425,4483.615612,5523.07681,3193.360205,1684.882028,3710.556337,1749.270301,1654.172567,5019.12549,[710][M]2+,,379
3732,M733T589_8,1.170085075,UP,1.197886083,0.24730005,0.509328506,733.1011301,733.097063,733.107536,588.9320183,588.2869856,589.5560074,11,5,6,2923.223331,2102.709399,2359.004256,2489.193167,1651.980428,2960.515509,1991.275738,2965.908073,1391.3483,1390.412817,2496.227347,2598.901098,2294.312401,1023.370386,3849.928682,2572.599774,3312.662348,2968.665021,1868.733246,3020.40862,,,2
2001,M472T24,1.216970954,DOWN,-1.196018783,0.247524496,0.509328506,471.9756699,471.9727571,471.989461,24.42900033,23.4159996,25.75099971,8,5,3,3200.776516,2378.252962,1859.592844,4872.718716,4376.825753,2825.230898,4301.53983,5519.9619,2018.36127,3918.263385,3823.346009,3779.418097,2276.568949,2092.673341,837.4536113,4232.409265,3376.20663,2707.427509,2010.532952,3847.008753,,[M+H]+ 470.971,39
1487,M390T573,1.092731047,DOWN,-1.197830954,0.247570663,0.509328506,390.3654727,390.3627464,390.3663949,572.5570107,571.5759807,572.8819725,13,6,7,4785.66881,3745.780878,4013.577323,2673.034094,4113.054014,3186.266151,2832.188308,3978.605939,3255.357581,3632.642019,3311.089493,3268.533118,3963.204684,2124.323219,3269.263621,3044.610978,3673.193992,3534.569486,3334.165955,3619.853295,[218][M+2]+,,68
1054,M325T463,1.119760655,UP,1.200579483,0.247736311,0.509328506,325.2147536,325.2123855,325.2162551,462.8415072,462.2480106,463.4630065,20,10,10,12075.78201,10243.85688,7133.727021,7953.547361,7853.61048,13271.4879,6888.810512,9791.68821,6209.275327,7814.051264,9871.249729,9883.139745,9294.719774,12712.16658,7959.297864,8652.063729,8032.270734,11360.98006,10950.74149,11206.14958,,[M+Na]+ 302.225,134
2054,M482T407,1.455716378,UP,1.19448606,0.247793319,0.509328506,482.315212,482.3090236,482.323441,406.9739919,405.9120001,408.0510014,17,8,9,14065.60805,1207.498007,3582.232754,4953.136335,1697.788099,10947.48308,2988.339346,3336.613522,3783.093751,2825.547718,4207.382775,7970.21983,12384.73064,3224.474588,7135.434266,5888.04275,4255.930018,15907.09618,2528.973916,8391.675702,[315][M+2]+,,454
1255,M355T534,1.071699043,DOWN,-1.19478594,0.24782465,0.509328506,355.0706825,355.0675439,355.0720911,534.2495064,534.0620255,534.7449846,16,8,8,6545.633771,6387.528433,5855.426782,4659.440684,5019.021053,4443.70062,4880.329687,5253.842651,5129.861208,5417.912109,5616.755259,4905.553111,4828.487031,4909.668219,5637.23617,5634.550792,4942.701489,4945.958299,3452.723327,5133.593014,,[M+K]+ 316.109 [M+Na]+ 332.083 [M+H]+ 354.065,97
3735,M733T589_11,1.231207149,DOWN,-1.194904721,0.247836252,0.509328506,733.3990058,733.3941172,733.4074058,588.7669945,588.5759897,591.391021,8,2,6,10795.61917,7087.385779,4787.861299,9054.681672,3558.623109,9415.603321,6959.958711,10621.982,9370.212006,12410.62887,9532.763415,12683.80108,4880.347421,1984.96213,6837.059203,3772.798114,5094.763581,9338.822971,7161.911338,6989.304085,,,2
3622,M721T605,1.533879727,UP,1.194403596,0.247846235,0.509328506,720.6505651,720.6441408,720.6592995,605.2719749,604.7019913,607.308,17,9,8,2659.974289,15530.50174,2348.144674,2080.371237,2311.142243,4171.649573,1992.079081,2830.435854,2365.931984,4054.234816,4085.762099,4237.369198,4924.385853,3535.853117,3844.155602,5137.433416,12019.12963,14932.06272,3712.913247,5454.49283,,[M+Na+HCOOH]+ 651.651 [M+H+HCOOH]+ 673.636,12
4078,M780T592,1.302427959,DOWN,-1.195032652,0.24788319,0.509328506,779.5936928,779.5922161,779.595546,591.7525073,591.441021,592.4099883,18,10,8,19116.5996,41280.68088,17057.34384,25124.40101,19090.62552,17819.53731,41976.6063,16063.53526,24859.90966,18705.32051,19004.20424,9170.166491,15589.41131,40247.7137,7355.744017,19960.80465,12267.02177,15011.3049,36191.5671,10313.68984,[780][M+1]+,,8
355,M181T28,1.359812857,UP,1.195651167,0.247934441,0.509328506,181.0456769,181.0432184,181.0547091,28.33699938,26.16899961,32.48099897,13,7,6,10937.79526,3937.152587,4182.539719,2820.434629,263.7367346,10063.23118,10197.12655,3763.902335,2988.933307,2344.798869,9811.811728,5696.74027,10517.47985,10546.58098,7632.863166,9222.978523,5398.136278,866.1339783,4954.26217,5382.90088,[39][M+2]+,,49
529,M223T460,1.099596539,UP,1.194802478,0.24793658,0.509328506,223.0646508,223.0639095,223.0662433,460.3680038,460.3429971,461.3079929,17,9,8,7671.962653,5973.728205,8295.162536,6413.05907,4354.918068,8061.314197,5722.667594,5433.135501,6171.647925,7795.727754,6233.908707,9152.889768,7923.493177,6142.112539,7726.216463,7161.947278,6753.043934,6423.183185,6022.518157,8916.75729,,,186
1321,M364T587,1.232090661,DOWN,-1.194510695,0.247983421,0.509328506,364.2941847,364.2924083,364.2994216,586.7250252,585.4800273,587.0359747,9,6,3,2113.319444,2222.1951,2886.93654,2249.036346,4189.020244,2144.164594,2248.138599,1092.43108,1606.410091,3581.892145,1652.710973,2237.676771,1652.266625,1095.073173,3606.676621,1780.107404,2266.31136,1359.192831,1145.003824,2954.780459,[192][M+1]+,,26
3787,M742T528,1.053492411,DOWN,-1.192497535,0.248820993,0.510609507,741.6147399,741.6113761,741.6156229,528.0449834,527.8609793,528.4840092,20,10,10,35224.29765,32355.16043,37395.79881,36450.4645,30381.93975,43174.09092,34403.26024,36824.49499,39285.16576,33513.61197,37881.18783,36701.67279,29853.14454,31583.24412,37456.37178,30933.09087,37428.83642,30539.28372,34762.3184,33640.03448,[704][M+2]+,,15
2354,M532T196,1.295216302,UP,1.199390076,0.248834157,0.510609507,532.3180852,532.3076195,532.3245259,195.8340025,195.2210066,196.1479998,8,3,5,556.9386472,193.9556319,331.8773241,220.2261575,299.7892171,269.7555834,183.6303214,154.3343792,263.0487297,371.2760809,257.2291236,189.4645268,648.6376999,348.6287112,311.876292,333.6349603,381.0704094,752.9695441,270.4452188,190.7163918,,,885
2097,M491T524,1.121582026,UP,1.208377562,0.249036135,0.510790941,491.3740395,491.370184,491.3797249,523.6194992,522.6830156,524.5560265,14,9,5,1939.156515,1705.027732,1601.257728,1571.661605,1977.667617,1904.855729,1528.34237,1329.472634,1925.12376,1995.785776,2014.58455,1991.725624,2851.817282,1038.319773,2185.623969,2186.888785,1797.023611,1339.348838,2319.516323,1878.556101,,,653
832,M286T528,1.106794037,DOWN,-1.206983502,0.249307571,0.511114611,286.2829006,286.2817364,286.2867034,527.874012,527.2469902,529.1279984,15,7,8,5230.147548,5224.515052,5097.091101,4439.976747,3718.004212,4635.295034,4627.709455,5318.170785,4770.186227,5417.258132,4960.142536,4813.125166,4875.468077,3253.211975,5397.044593,4310.732475,1819.764569,4273.444299,4529.328156,5568.438802,[100][M+1]+,,15
3528,M707T543,1.519892491,UP,1.211162527,0.249875278,0.512045103,706.5022629,706.4963045,706.5097053,543.1340218,542.813015,544.0739822,13,7,6,7901.05014,2168.207121,5448.647969,2090.414296,4373.093851,5379.291846,1749.504015,4073.236648,2452.571747,5868.005105,1713.088374,7190.509552,19435.35395,1437.039692,3925.493585,5027.308058,7605.632801,8829.283555,2504.651316,5413.291602,[640][M]+,,511
600,M239T206,1.257989397,DOWN,-1.207349072,0.25023282,0.512461804,239.0899478,239.0893997,239.0904169,205.7480049,205.4290063,206.0590063,20,10,10,6963.100285,38858.70755,53915.34239,62546.21138,63654.40588,7107.918243,36330.57306,52130.46912,62437.83955,61675.23432,20733.31161,42862.78608,32005.16882,37171.534,45743.29258,19800.57994,42670.72636,30854.44837,38183.93139,44205.98365,[68][M]+,[M+Na]+ 216.101,37
1346,M368T493,1.082788404,UP,1.189164044,0.250306488,0.512461804,368.4257167,368.422488,368.4289771,492.9339981,490.3829927,494.4580185,19,10,9,3786.811581,3774.045174,3591.793675,3302.423293,2867.929528,4887.318255,4172.661833,3748.6638,4871.885535,4611.600735,4432.491397,3350.533296,4731.53809,4473.273019,4348.956672,4062.066474,3465.201147,4144.111508,4752.842041,5133.793415,,,762
1195,M343T301,1.255472131,UP,1.19958347,0.25084301,0.513173012,343.2963505,343.2931121,343.3029197,301.4189951,300.489006,302.6650128,9,5,4,802.0125887,695.0480562,704.4568498,606.8473407,582.627814,1387.314276,859.8828933,706.4757998,602.3051608,660.1295656,726.4328707,606.2441755,1005.944949,1802.657131,1185.292562,1112.320647,694.2556756,651.4200784,1480.318986,285.615405,,,1086
3406,M692T26,1.165269152,DOWN,-1.186430557,0.250882048,0.513173012,691.851073,691.8435276,691.8599582,25.57699976,23.94500086,25.75099971,8,5,3,661.6850165,1208.404347,795.8639848,996.9912289,1330.694328,1270.128399,1272.249886,1419.029268,1313.496743,665.7858946,1178.590615,989.8130147,1131.702322,363.9582149,1106.832764,448.8996609,1102.880355,856.7859702,1086.347723,1117.711684,,[M+K+NaCOOH]+ 584.888,54
291,M166T262,1.129629299,UP,1.185540956,0.251360286,0.513917529,166.0868669,166.0855707,166.0877964,262.4025106,261.7780127,263.0350113,14,7,7,2977.571848,2821.777857,1961.114656,2137.23883,3231.572768,3134.691907,3515.397322,1866.824099,2150.947582,3420.676071,2681.008821,3101.806716,2823.061354,2666.658468,3619.721346,2628.040129,3761.242276,3541.688406,1783.95419,4138.85724,,[M+H]+ 165.081 [M+H-CH2]+ 179.095,112
1633,M416T348,1.358250882,UP,1.218882903,0.251527062,0.514024863,416.2156335,416.2146755,416.2160017,347.6820087,347.0840115,347.9980087,19,10,9,157882.4159,163765.0029,121002.8974,108764.2864,93906.64936,135408.5335,119462.4139,105938.8905,121868.4846,103120.0368,207477.4007,98733.56201,442257.8666,104227.9638,155142.7985,108866.2257,97830.96488,262333.8891,101956.845,93341.78217,[246][M+1]+,,33
2122,M496T27,1.21209843,UP,1.186793373,0.251836048,0.514422589,495.9994597,495.9940166,496.0061395,26.69300045,25.88000014,28.21500024,7,5,2,359.5036388,964.955807,487.0107162,977.3724814,823.5608973,792.8204488,789.9405943,621.5982845,637.6254251,329.040793,943.8067813,1099.184444,964.0127214,888.1215731,1014.913551,413.7241741,133.0978289,895.3412333,852.1262587,1017.855178,,,787
1338,M367T607,1.189462907,DOWN,-1.190747862,0.252140258,0.514676342,367.3357518,367.3347065,367.3366677,606.6560055,606.1950049,607.0450041,20,10,10,120396.7185,97032.49337,121927.6231,221256.6141,137839.6512,110215.7983,90177.84494,116691.4839,236753.9001,139268.5983,174952.2878,125145.5819,94750.47211,106863.1663,107118.6246,163772.7267,125660.0923,77962.50491,100972.2808,92709.04779,[197][M]+,,12
22,M99T23,1.12792692,UP,1.187822286,0.252189119,0.514676342,98.92023791,98.91968989,98.92059164,22.89700055,22.6979997,22.96200055,8,5,3,2845.122888,3651.532622,4122.222988,4604.581841,3857.785721,2313.061366,3370.611859,3467.858052,4519.942153,3982.447808,6223.884489,4102.113919,2648.642012,3867.022428,3987.362549,5242.868808,4261.35408,2948.892353,3778.00688,4374.436599,,[M+H-H20]+ 115.92,39
4060,M778T578,1.118850203,DOWN,-1.182697397,0.252406358,0.514825395,778.2321594,778.2259449,778.2359058,578.0690002,577.5119757,578.4710002,17,7,10,9006.465997,4051.197565,9634.359392,6997.765923,6877.360119,8659.618065,6893.23155,6965.874595,7990.968053,7266.097473,6819.770507,7877.807299,8932.5576,5012.104433,8436.888113,6044.070603,5336.349147,5757.952255,5011.443408,7216.8941,[778][M]+,,30
2760,M607T165,1.46064361,UP,1.204790509,0.252491067,0.514825395,606.7712558,606.7686576,606.7751268,164.5219946,163.9489987,164.8360062,11,5,6,732.5608165,1403.408159,1676.210049,1834.533098,2501.527605,639.5788548,943.9981768,2636.566419,1866.703911,1836.165313,1087.562728,4572.399188,704.5551544,736.4563977,4268.585302,1822.099382,4890.058865,759.5036957,739.1550818,3893.996338,,,135
1485,M390T522,1.092666769,DOWN,-1.194636212,0.252817946,0.515258323,390.2796288,390.278824,390.2803479,522.0710224,521.7059734,522.3900197,20,10,10,51432.83035,39851.97675,39316.63138,32162.70265,37113.14916,47736.67452,34968.36538,36218.81599,24401.51738,36269.49001,37193.19802,37619.47411,43411.62231,34096.23209,35014.30081,31873.60142,32452.10394,34393.59527,30430.74621,30805.04469,,,920
4200,M795T481,1.162728987,DOWN,-1.182220879,0.253279214,0.515964631,795.2569864,795.2467491,795.2612695,481.13451,480.5060005,482.0749855,8,2,6,600.9781426,749.1654878,761.5296024,672.7185157,387.374345,679.274158,825.3194457,807.4868456,748.4767113,244.5826058,732.6255566,616.9102515,740.1471668,438.3119522,656.8987632,502.7079866,362.5263342,380.8600557,427.6116795,711.8349246,,[M+Na+NH3]+ 755.256 [M+H+NH3]+ 777.239,16
2715,M598T513,1.410037161,DOWN,-1.208038349,0.25344821,0.51607517,598.4891926,598.47985,598.4990872,513.0530029,512.446003,513.743022,12,7,5,7597.140805,2956.239796,3137.222808,2102.894475,1989.394756,7951.392742,1599.285991,2014.996616,2054.951168,1611.077658,1220.097553,2653.252816,3092.21068,2076.609832,3569.268821,2460.075149,1876.634811,2517.739506,2460.623789,1487.477626,,,178
1035,M319T524,1.686989382,DOWN,-1.196847416,0.253678715,0.516310797,319.3000883,319.2988016,319.3034013,523.9439828,523.9290047,524.5719774,13,7,6,12639.07207,23375.88652,5271.373551,1927.82061,1205.945616,11304.1197,22602.00555,4529.641301,2565.002345,1325.282993,1891.125448,5408.969238,2956.586948,13156.41087,3331.165238,1470.4866,6238.409217,3648.400404,10227.9094,3091.222021,,[M+H-NH3]+ 335.32,70
1078,M327T419,1.355825045,UP,1.195325123,0.253906078,0.51639023,327.3824332,327.3795292,327.3836984,419.2259997,416.7660141,422.0709983,15,7,8,2608.032694,2340.769414,881.9716794,1114.039612,1611.532859,2315.736011,2177.379388,988.1219161,953.726179,1991.043489,841.3973687,1800.300281,2200.058514,4746.574745,2177.485582,686.5913414,1973.842165,2103.008958,4988.1059,1507.734998,[147][M+1]+,,164
1744,M433T380,1.569460559,UP,1.18733332,0.253981133,0.51639023,433.3302793,433.3244125,433.3382147,380.3740131,379.7769913,381.6460049,7,5,2,1157.345217,348.2445283,1234.529192,768.2404164,3318.505138,577.8457956,339.127807,1934.839471,642.520097,1379.188483,683.9894762,3074.130132,1293.132685,232.0458288,3877.532807,737.4615424,3580.487038,962.4299279,229.4490586,3692.63608,[265][M+1]+,,946
3185,M666T437,1.296148274,UP,1.178678675,0.254099491,0.51639023,666.4377873,666.4287727,666.4451524,436.9060135,434.7450026,438.5869862,9,2,7,1711.435736,513.3343695,940.9795474,583.5472248,442.7062288,1648.610387,489.6597947,987.889807,456.121915,480.6544378,909.9113569,1215.219334,1337.484046,199.3545581,1308.028456,1110.663591,1204.445128,1351.834238,455.2322229,1607.452582,,[M+H+NH3]+ 648.411,117
3516,M705T335,1.150230827,DOWN,-1.184958569,0.2543181,0.51639023,705.352876,705.3432118,705.3578721,334.937503,334.625988,335.8850098,10,5,5,462.6358867,385.8156686,386.6947923,289.4625322,356.7819924,467.4204136,390.8958831,384.5147004,271.2934852,489.7128293,242.4874664,357.3334557,276.4876625,522.714888,184.493878,382.4003701,478.1040281,211.2097186,295.036635,427.5132023,,[M+Na]+ 682.367,9
817,M284T407,1.135809242,UP,1.177822281,0.254376837,0.51639023,284.3318715,284.3284937,284.3339532,406.8399947,404.9580138,408.2799919,11,5,6,738.2983333,1448.526641,1299.216966,1201.738346,1155.825996,958.405806,739.1990856,1770.56671,1399.772385,1437.353698,1053.794473,1637.30083,1177.586522,1304.695436,1416.973966,1268.202504,1409.380128,960.4508999,1626.061359,1944.391283,,,464
3475,M701T610,1.183791203,DOWN,-1.177188932,0.254462782,0.51639023,700.6669238,700.6624161,700.6767425,610.418,607.9090273,611.1599727,8,3,5,1516.667528,4026.97268,3762.644264,3138.102113,2262.582922,3565.034333,3403.293219,3155.566177,3125.318803,1551.104374,1854.074465,1753.55084,2640.562303,3688.658613,2530.599156,1818.568613,1890.785323,2876.904818,4133.809748,1738.576413,[617][M+2]+,,505
1560,M403T515,1.266039779,UP,1.17703757,0.254521374,0.51639023,403.3418704,403.3392625,403.345648,515.2779865,514.9570084,515.6390083,16,8,8,10582.28568,2824.99552,4210.219369,5050.226433,4412.481881,9301.149771,2916.739547,3018.320069,5069.554057,4504.524062,4051.918521,5111.990142,9866.641047,4922.076394,11202.24671,4178.433397,5165.945864,7367.862372,4888.470665,8939.847486,,[M+H]+ 402.335,66
1798,M441T529,1.191986164,DOWN,-1.181052957,0.254864997,0.516854263,441.2533053,441.247956,441.2615232,528.8179779,528.1699834,530.700016,7,2,5,2955.910998,2952.08895,1680.852988,3196.181441,1245.961656,3089.65419,2836.453993,2980.627966,2748.084373,2935.039305,898.4794683,1369.64686,1653.533942,3109.03496,3260.412466,2639.305436,3567.964853,2810.365606,1647.183941,1377.264457,,,382
1622,M415T348,1.346109286,UP,1.209358694,0.255215125,0.517331064,415.2121466,415.2114621,415.2124439,347.6840115,347.0840115,348.0000114,20,10,10,571820.7809,599947.818,443505.3427,392761.1461,366725.3497,505583.8945,436115.7376,422683.2616,446759.5463,377653.926,764465.7832,365888.8447,1619314.803,387253.1753,553021.8115,408730.3585,351163.5668,938713.3695,375507.3801,378987.0969,[246][M]+,[M+H]+ 414.205,33
3493,M704T570,1.53180245,DOWN,-1.178793067,0.255399565,0.51747173,703.5105754,703.5084853,703.5112367,569.7065032,569.1209726,570.3569984,14,8,6,193691.4593,7312.08593,125420.7843,30656.91049,165528.6002,187307.3844,6666.888886,114323.4359,23269.96261,147439.7514,49181.30244,57501.35047,178096.2038,9298.314149,64439.67354,37570.48171,52690.79123,143167.6442,8660.055793,53275.66936,[630][M+1]+,,53
3063,M652T541,1.05179997,DOWN,-1.173608699,0.255985487,0.51825359,652.3526414,652.3515038,652.3536252,540.9344959,540.7029796,541.2420273,20,10,10,157790.1228,129160.3376,144700.9409,128773.0939,144601.1489,145076.3971,115018.4492,140363.6836,133885.6594,150192.8545,142834.8833,136068.227,141321.599,104497.609,141175.6837,143386.4471,136515.9593,129125.4976,110883.7903,135318.5862,[531][M]+,[M+H-C4H8]+ 707.405,23
2704,M596T24,1.184852636,DOWN,-1.175968375,0.256015891,0.51825359,595.7563169,595.7494069,595.7632136,23.83500086,23.05699917,25.52000014,9,4,5,986.468835,622.9224511,1165.792258,975.2495349,877.9621246,908.3585097,691.8684468,734.0236302,1020.37768,455.6450307,1066.352237,1143.775577,312.9485556,618.8402734,948.3281217,604.2102758,398.5193381,511.0388544,871.1963972,646.9153027,,[M+H-H20]+ 612.759,39
3227,M671T577,1.233231785,UP,1.175188673,0.256505231,0.51878595,671.4702554,671.4562306,671.4747431,577.498475,576.8119812,578.1589975,14,6,8,5164.446786,3117.392752,4668.802793,3725.280495,2901.485644,4839.910307,1759.931149,4267.828221,3852.622383,1139.213343,6060.884924,6333.882941,4196.950306,825.8251076,4702.114381,4689.869851,6369.138614,3343.382301,2376.366944,4803.513178,[566][M+1]+,,30
348,M179T23,1.391532137,UP,1.182185853,0.256509549,0.51878595,179.0914321,179.0903666,179.0957924,22.73000012,21.95900023,23.21699917,10,5,5,5282.330879,1342.553701,3453.574398,6345.943691,4244.773728,8684.390929,1215.556146,4202.359806,5241.558894,3373.130755,2458.684353,11786.71398,6551.75692,1811.615993,4237.068628,12607.89725,7020.465072,7508.44374,844.6176672,5545.990316,,,39
4428,M834T604,1.260024174,DOWN,-1.169364177,0.257515129,0.520585641,833.7035828,833.697969,833.7072422,603.9955179,601.7629778,605.3159804,20,10,10,149453.5596,74942.07895,158056.3809,113973.8205,188122.928,165502.8188,33622.5655,169817.2635,118573.0244,213891.2476,71293.21348,154491.1705,102270.3031,26666.57228,186441.6882,103479.0318,152590.5649,94561.59461,37162.62993,170986.9598,[867][M+2]+,,4
3034,M648T427,1.214267578,DOWN,-1.181438238,0.25774622,0.520818732,648.4259084,648.4169447,648.4303279,426.6924988,424.9800104,430.9370041,12,5,7,6838.383343,3895.904731,3981.938385,2795.641994,3887.933628,7465.506848,2198.507319,6013.704735,4376.956227,2342.769131,3913.326892,4000.493173,3431.997763,2444.019918,3514.625916,4959.494758,2585.934728,5244.41821,3350.190616,2624.357245,,,757
2832,M618T572,1.100043323,DOWN,-1.170809214,0.257956903,0.520848491,618.4647511,618.4616223,618.4668747,572.2445011,571.5759807,572.5570107,20,10,10,19615.51202,12674.9843,14588.78521,10841.65815,12530.29391,16044.15864,12974.99236,12956.44442,10654.37111,12753.66852,13068.41205,11453.25736,16115.74332,10189.62765,14323.45982,11333.93063,9646.173543,13748.43634,12657.38136,10763.14785,[481][M]+,[M+H]+ 617.458,68
4194,M795T502,1.970416625,DOWN,-1.198676217,0.257992538,0.520848491,794.6286828,794.6257205,794.6323166,501.8879971,501.590023,502.250993,7,5,2,2963.008773,11397.36655,2190.61713,1080.224781,354.4982861,2531.220881,12142.18003,1706.00695,498.7293472,379.9649156,501.1189522,1637.274176,3798.062391,3080.972515,1324.743422,291.0411086,1607.157662,2294.427796,2328.67231,1023.009721,[805][M+1]+,,95
1332,M366T578,1.35435978,DOWN,-1.182384606,0.258271125,0.521176994,366.3734703,366.3724242,366.3752498,578.4345227,577.5539989,579.0090179,12,5,7,23009.38102,24323.21011,11139.81377,3980.540665,6552.288609,13895.29835,22207.87247,9282.229464,4473.123847,6746.548944,4083.07459,14618.12233,7984.146853,7358.066764,12700.1281,3533.245112,12695.41746,7009.112944,11371.4643,11392.37618,[194][M]+,[3M+K]+ 109.145,30
4098,M782T24_1,1.190088031,DOWN,-1.174374235,0.258581895,0.521441479,781.7455779,781.7418775,781.757924,24.24899992,23.3359996,25.57599929,11,6,5,897.2170164,1437.493137,774.7947741,2037.827421,1102.306776,1491.051205,1366.489412,616.0974177,1756.969847,932.0263938,1129.986795,1312.675938,1238.108173,1364.058722,1273.678829,959.2049301,1084.866146,859.397185,645.0227885,562.7107993,,[M+H-H20]+ 798.761,39
1569,M406T24,1.383193507,DOWN,-1.169293263,0.258634046,0.521441479,405.8560248,405.8485955,405.8638566,24.037,23.21699917,25.20599929,9,3,6,2375.579068,1685.703136,232.1814613,2163.730199,1974.222594,2123.272586,97.50961798,411.766762,2336.982403,1766.388087,741.9363637,875.0738115,176.0478077,610.0865526,759.5079347,2415.84935,1615.993972,1469.234858,554.0966569,1747.620287,,[M+K]+ 366.893,39
2394,M540T492,1.306762257,DOWN,-1.178271883,0.259006642,0.521792218,540.447387,540.4330495,540.4517858,492.3069763,491.6609845,493.2009995,15,7,8,6046.05027,2548.545589,2089.864625,2449.472645,1339.609654,5631.755419,2573.718072,1761.813408,1759.035521,2709.262408,2949.656608,1586.237301,2188.779652,1471.414347,3613.384259,916.5615245,2851.588448,1701.196945,1945.455077,2898.439787,,,165
4322,M813T541,1.192543527,DOWN,-1.1660289,0.259040023,0.521792218,813.2514855,813.2470948,813.2543624,541.0379796,540.3009796,541.2450027,8,3,5,378.5495339,784.2218913,702.5769277,771.4535996,559.8499545,711.003623,940.4940844,696.9178953,381.3862458,326.8066388,719.8118184,285.2649737,383.1432754,634.2116536,315.4818042,813.7258986,632.9028842,521.5028111,578.0600746,359.5276396,,[M+H+CF3COOH]+ 678.259,23
4225,M798T510,1.780613447,UP,1.186123663,0.259251956,0.521985361,798.48912,798.4777278,798.4968296,509.9340248,509.3020248,510.5589867,8,6,2,3398.301484,613.1185566,548.2222919,668.4216199,636.3572966,1810.707411,1042.60841,668.8696591,1180.594863,1099.233521,979.5698703,1205.716366,6651.645034,756.1283561,1605.191051,856.362371,562.7909952,6014.811743,1045.305163,1095.890293,,,944
101,M127T175,1.240677435,DOWN,-1.189980286,0.259642253,0.5223341,127.0761751,127.0750203,127.0766859,175.0644994,174.7169956,175.4209929,20,10,10,2252.951642,13798.61244,19302.2992,20903.48762,20110.20463,2364.398807,13438.376,16264.63498,21147.04688,22828.35186,8905.426039,14609.31325,12489.67929,12692.43237,14727.65742,7873.558794,13263.26382,11565.70164,11989.7535,14727.68557,,[M+H-HCOOH]+ 172.075,142
74,M119T348,1.23328918,UP,1.196323675,0.259657414,0.5223341,119.0864697,119.0862445,119.0866515,347.6539869,347.0840115,347.9240115,20,10,10,145952.8049,153794.8506,125070.0001,113207.3047,105693.7713,132169.7544,122952.3495,119591.1124,115981.7888,106018.9647,179928.7446,107777.913,337535.8139,109523.9837,141683.587,122586.452,103004.7071,214470.5288,103403.0922,109897.4068,,,33
3765,M738T481_1,1.205813957,DOWN,-1.173068799,0.260093859,0.522978176,738.237748,738.2280191,738.251473,481.2929821,480.1930046,482.3890114,16,7,8,765.8457167,608.6799087,643.468015,486.9725565,396.9802938,517.024518,514.5039647,359.3241228,529.6237643,662.5548448,643.1997818,400.0305941,878.199915,234.3630126,631.4715284,234.0903609,266.2377595,419.9491561,578.6168558,262.6171328,[701][M+1]+,,16
